States/UTs,Season,Crop,Year,"Area
(In '000 Hectare)","Production
(In '000 Tonne)","Yield
(In Kg./Hectare)"
Tamil Nadu,Kharif,Urad,1988-1989,350.00,145.00,414
Tripura,Kharif,Urad,1988-1989,1.00,1.00,1000
Uttar Pradesh,Kharif,Urad,1988-1989,205.00,70.00,341
West Bengal,Kharif,Urad,1988-1989,60.00,27.00,450
India,Kharif,Urad,1988-1989,2449.00,992.00,405
Andhra Pradesh,Rabi,Urad,1988-1989,370.00,370.00,1000
Karnataka,Rabi,Urad,1988-1989,15.00,2.00,133
Madhya Pradesh,Rabi,Urad,1988-1989,38.00,7.00,184
Maharashtra,Rabi,Urad,1988-1989,29.00,13.00,448
Odisha,Rabi,Urad,1988-1989,306.00,177.00,578
Puducherry,Rabi,Urad,1988-1989,1.00,1.00,1000
Tripura,Rabi,Urad,1988-1989,1.00,0.00,0
Uttar Pradesh,Rabi,Urad,1988-1989,59.00,28.00,475
West Bengal,Rabi,Urad,1988-1989,50.00,31.00,620
India,Rabi,Urad,1988-1989,869.00,628.00,722
Andhra Pradesh,Total,Urad,1988-1989,427.00,396.00,927
Bihar,Total,Urad,1988-1989,104.00,54.00,519
Dadra & Nagar Haveli  ,Total,Urad,1988-1989,2.00,1.00,500
Gujarat,Total,Urad,1988-1989,91.00,57.00,626
Haryana,Total,Urad,1988-1989,2.00,1.00,500
Himachal Pradesh,Total,Urad,1988-1989,20.00,2.00,100
Karnataka,Total,Urad,1988-1989,84.00,25.00,298
Kerala,Total,Urad,1988-1989,2.00,2.00,1000
Madhya Pradesh,Total,Urad,1988-1989,663.00,199.00,300
Maharashtra,Total,Urad,1988-1989,514.00,215.00,418
Odisha,Total,Urad,1988-1989,527.00,210.00,398
Puducherry,Total,Urad,1988-1989,1.00,1.00,1000
Punjab,Total,Urad,1988-1989,11.00,5.00,455
Rajasthan,Total,Urad,1988-1989,140.00,68.00,486
Sikkim,Total,Urad,1988-1989,7.00,2.00,286
Tamil Nadu,Total,Urad,1988-1989,350.00,145.00,414
Tripura,Total,Urad,1988-1989,2.00,1.00,500
Uttar Pradesh,Total,Urad,1988-1989,264.00,98.00,371
West Bengal,Total,Urad,1988-1989,109.00,57.00,523
India,Total,Urad,1988-1989,3318.00,1620.00,488
Andhra Pradesh,Kharif,Urad,1989-1990,62.00,26.00,419
Bihar,Kharif,Urad,1989-1990,97.00,58.00,598
Dadra & Nagar Haveli  ,Kharif,Urad,1989-1990,2.00,1.00,500
Gujarat,Kharif,Urad,1989-1990,116.00,68.00,586
Haryana,Kharif,Urad,1989-1990,2.00,1.00,500
Himachal Pradesh,Kharif,Urad,1989-1990,19.00,4.00,211
Jammu & Kashmir,Kharif,Urad,1989-1990,19.00,6.00,316
Karnataka,Kharif,Urad,1989-1990,72.00,21.00,292
Kerala,Kharif,Urad,1989-1990,2.00,1.00,500
Madhya Pradesh,Kharif,Urad,1989-1990,610.00,171.00,280
Maharashtra,Kharif,Urad,1989-1990,373.00,168.00,450
Odisha,Kharif,Urad,1989-1990,177.00,108.00,610
Punjab,Kharif,Urad,1989-1990,7.00,3.00,429
Rajasthan,Kharif,Urad,1989-1990,141.00,51.00,362
Sikkim,Kharif,Urad,1989-1990,9.00,7.00,778
Tamil Nadu,Kharif,Urad,1989-1990,408.00,151.00,370
Tripura,Kharif,Urad,1989-1990,1.00,1.00,1000
Uttar Pradesh,Kharif,Urad,1989-1990,211.00,62.00,294
West Bengal,Kharif,Urad,1989-1990,93.00,58.00,624
India,Kharif,Urad,1989-1990,2420.00,966.00,399
Andhra Pradesh,Rabi,Urad,1989-1990,431.00,350.00,812
Karnataka,Rabi,Urad,1989-1990,15.00,5.00,333
Madhya Pradesh,Rabi,Urad,1989-1990,33.00,6.00,182
Maharashtra,Rabi,Urad,1989-1990,28.00,12.00,429
Odisha,Rabi,Urad,1989-1990,314.00,165.00,525
Puducherry,Rabi,Urad,1989-1990,2.00,2.00,1000
Tripura,Rabi,Urad,1989-1990,1.00,0.00,0
Uttar Pradesh,Rabi,Urad,1989-1990,64.00,31.00,484
West Bengal,Rabi,Urad,1989-1990,50.00,31.00,620
India,Rabi,Urad,1989-1990,937.00,602.00,642
Andhra Pradesh,Rabi,Urad,1989-1990,493.00,376.00,763
Bihar,Rabi,Urad,1989-1990,97.00,58.00,598
Dadra & Nagar Haveli  ,Rabi,Urad,1989-1990,2.00,1.00,500
Gujarat,Rabi,Urad,1989-1990,116.00,68.00,586
Haryana,Rabi,Urad,1989-1990,2.00,1.00,500
Himachal Pradesh,Rabi,Urad,1989-1990,19.00,4.00,211
Jammu & Kashmir,Rabi,Urad,1989-1990,19.00,6.00,316
Karnataka,Rabi,Urad,1989-1990,87.00,26.00,299
Kerala,Rabi,Urad,1989-1990,2.00,1.00,500
Madhya Pradesh,Rabi,Urad,1989-1990,643.00,177.00,275
Maharashtra,Rabi,Urad,1989-1990,401.00,181.00,451
Odisha,Rabi,Urad,1989-1990,490.00,273.00,557
Puducherry,Rabi,Urad,1989-1990,2.00,2.00,1000
Punjab,Rabi,Urad,1989-1990,7.00,3.00,429
Rajasthan,Rabi,Urad,1989-1990,141.00,51.00,362
Sikkim,Rabi,Urad,1989-1990,9.00,7.00,778
Tamil Nadu,Rabi,Urad,1989-1990,408.00,151.00,370
Tripura,Rabi,Urad,1989-1990,2.00,1.00,500
Uttar Pradesh,Rabi,Urad,1989-1990,275.00,93.00,338
West Bengal,Rabi,Urad,1989-1990,142.00,89.00,627
India,Rabi,Urad,1989-1990,3357.00,1568.00,467
Andhra Pradesh,Kharif,Urad,1990-1991,60.00,24.00,400
Bihar,Kharif,Urad,1990-1991,93.00,62.00,667
Gujarat,Kharif,Urad,1990-1991,128.00,64.00,500
Haryana,Kharif,Urad,1990-1991,1.00,0.00,0
Himachal Pradesh,Kharif,Urad,1990-1991,20.00,5.00,250
Jammu & Kashmir,Kharif,Urad,1990-1991,19.00,6.00,316
Karnataka,Kharif,Urad,1990-1991,81.00,20.00,247
Kerala,Kharif,Urad,1990-1991,2.00,1.00,500
Madhya Pradesh,Kharif,Urad,1990-1991,609.00,177.00,291
Maharashtra,Kharif,Urad,1990-1991,387.00,192.00,496
Odisha,Kharif,Urad,1990-1991,244.00,142.00,582
Punjab,Kharif,Urad,1990-1991,8.00,3.00,375
Rajasthan,Kharif,Urad,1990-1991,153.00,55.00,359
Sikkim,Kharif,Urad,1990-1991,8.00,6.00,750
Tamil Nadu,Kharif,Urad,1990-1991,358.00,147.00,411
Tripura,Kharif,Urad,1990-1991,2.00,1.00,500
Uttar Pradesh,Kharif,Urad,1990-1991,227.00,76.00,335
West Bengal,Kharif,Urad,1990-1991,79.00,43.00,544
India,Kharif,Urad,1990-1991,2480.00,1025.00,413
Andhra Pradesh,Rabi,Urad,1990-1991,480.00,342.00,713
Karnataka,Rabi,Urad,1990-1991,15.00,5.00,333
Madhya Pradesh,Rabi,Urad,1990-1991,39.00,9.00,231
Maharashtra,Rabi,Urad,1990-1991,16.00,7.00,438
Odisha,Rabi,Urad,1990-1991,330.00,191.00,579
Puducherry,Rabi,Urad,1990-1991,3.00,2.00,667
Tripura,Rabi,Urad,1990-1991,1.00,0.00,0
Uttar Pradesh,Rabi,Urad,1990-1991,67.00,31.00,463
West Bengal,Rabi,Urad,1990-1991,53.00,34.00,642
India,Rabi,Urad,1990-1991,1003.00,621.00,619
Andhra Pradesh,Rabi,Urad,1990-1991,540.00,366.00,678
Bihar,Rabi,Urad,1990-1991,93.00,62.00,667
Delhi,Rabi,Urad,1990-1991,-,1.00,-
Gujarat,Rabi,Urad,1990-1991,128.00,64.00,500
Haryana,Rabi,Urad,1990-1991,1.00,0.00,0
Himachal Pradesh,Rabi,Urad,1990-1991,20.00,5.00,250
Jammu & Kashmir,Rabi,Urad,1990-1991,19.00,6.00,316
Karnataka,Rabi,Urad,1990-1991,96.00,25.00,260
Kerala,Rabi,Urad,1990-1991,2.00,1.00,500
Madhya Pradesh,Rabi,Urad,1990-1991,648.00,185.00,285
Maharashtra,Rabi,Urad,1990-1991,403.00,199.00,494
Odisha,Rabi,Urad,1990-1991,574.00,333.00,580
Puducherry,Rabi,Urad,1990-1991,3.00,2.00,667
Punjab,Rabi,Urad,1990-1991,8.00,3.00,375
Rajasthan,Rabi,Urad,1990-1991,153.00,55.00,359
Sikkim,Rabi,Urad,1990-1991,8.00,6.00,750
Tamil Nadu,Rabi,Urad,1990-1991,358.00,147.00,411
Tripura,Rabi,Urad,1990-1991,2.00,1.00,500
Uttar Pradesh,Rabi,Urad,1990-1991,294.00,107.00,364
West Bengal,Rabi,Urad,1990-1991,132.00,78.00,591
India,Rabi,Urad,1990-1991,3483.00,1646.00,473
Andhra Pradesh,Kharif,Urad,1991-1992,62.00,23.00,371
Bihar,Kharif,Urad,1991-1992,83.00,45.00,542
Dadra & Nagar Haveli  ,Kharif,Urad,1991-1992,2.00,1.00,500
Gujarat,Kharif,Urad,1991-1992,117.00,52.00,444
Haryana,Kharif,Urad,1991-1992,2.00,1.00,500
Himachal Pradesh,Kharif,Urad,1991-1992,14.00,4.00,286
Jammu & Kashmir,Kharif,Urad,1991-1992,21.00,5.00,238
Karnataka,Kharif,Urad,1991-1992,100.00,42.00,420
Kerala,Kharif,Urad,1991-1992,1.00,1.00,1000
Madhya Pradesh,Kharif,Urad,1991-1992,553.00,144.00,260
Maharashtra,Kharif,Urad,1991-1992,407.00,107.00,263
Odisha,Kharif,Urad,1991-1992,251.00,142.00,566
Punjab,Kharif,Urad,1991-1992,7.00,3.00,429
Rajasthan,Kharif,Urad,1991-1992,149.00,35.00,235
Sikkim,Kharif,Urad,1991-1992,1.00,1.00,1000
Tamil Nadu,Kharif,Urad,1991-1992,315.00,139.00,441
Tripura,Kharif,Urad,1991-1992,2.00,1.00,500
Uttar Pradesh,Kharif,Urad,1991-1992,209.00,84.00,402
West Bengal,Kharif,Urad,1991-1992,62.00,42.00,677
India,Kharif,Urad,1991-1992,2356.00,870.00,369
Andhra Pradesh,Rabi,Urad,1991-1992,501.00,318.00,635
Assam,Rabi,Urad,1991-1992,35.00,15.00,429
Karnataka,Rabi,Urad,1991-1992,16.00,6.00,375
Madhya Pradesh,Rabi,Urad,1991-1992,31.00,9.00,290
Maharashtra,Rabi,Urad,1991-1992,9.00,2.00,222
Odisha,Rabi,Urad,1991-1992,343.00,199.00,580
Puducherry,Rabi,Urad,1991-1992,2.00,2.00,1000
Sikkim,Rabi,Urad,1991-1992,5.00,4.00,800
Tripura,Rabi,Urad,1991-1992,1.00,-,0
Uttar Pradesh,Rabi,Urad,1991-1992,69.00,41.00,594
West Bengal,Rabi,Urad,1991-1992,49.00,32.00,653
India,Rabi,Urad,1991-1992,1062.00,628.00,591
Andhra Pradesh,Total,Urad,1991-1992,563.00,341.00,606
Assam,Total,Urad,1991-1992,35.00,15.00,429
Bihar,Total,Urad,1991-1992,83.00,45.00,542
Dadra & Nagar Haveli  ,Total,Urad,1991-1992,2.00,1.00,500
Gujarat,Total,Urad,1991-1992,117.00,52.00,444
Haryana,Total,Urad,1991-1992,2.00,-,0
Himachal Pradesh,Total,Urad,1991-1992,14.00,-,0
Jammu & Kashmir,Total,Urad,1991-1992,21.00,-,0
Karnataka,Total,Urad,1991-1992,116.00,48.00,414
Kerala,Total,Urad,1991-1992,1.00,1.00,1000
Madhya Pradesh,Total,Urad,1991-1992,584.00,153.00,262
Maharashtra,Total,Urad,1991-1992,416.00,109.00,262
Odisha,Total,Urad,1991-1992,594.00,341.00,574
Puducherry,Total,Urad,1991-1992,2.00,2.00,1000
Punjab,Total,Urad,1991-1992,7.00,-,0
Rajasthan,Total,Urad,1991-1992,149.00,35.00,235
Sikkim,Total,Urad,1991-1992,6.00,5.00,833
Tamil Nadu,Total,Urad,1991-1992,315.00,139.00,441
Tripura,Total,Urad,1991-1992,3.00,1.00,333
Uttar Pradesh,Total,Urad,1991-1992,278.00,125.00,450
West Bengal,Total,Urad,1991-1992,111.00,74.00,667
India,Total,Urad,1991-1992,3418.00,1498.00,438
Andhra Pradesh,Kharif,Urad,1992-1993,67.60,31.10,460
Bihar,Kharif,Urad,1992-1993,88.70,40.70,459
Dadra & Nagar Haveli  ,Kharif,Urad,1992-1993,1.80,1.50,833
Gujarat,Kharif,Urad,1992-1993,131.80,82.40,625
Haryana,Kharif,Urad,1992-1993,2.30,1.10,478
Himachal Pradesh,Kharif,Urad,1992-1993,13.90,4.20,302
Jammu & Kashmir,Kharif,Urad,1992-1993,18.50,4.10,222
Karnataka,Kharif,Urad,1992-1993,104.30,57.90,555
Kerala,Kharif,Urad,1992-1993,1.40,1.10,786
Madhya Pradesh,Kharif,Urad,1992-1993,539.40,165.60,307
Maharashtra,Kharif,Urad,1992-1993,468.90,309.10,659
Odisha,Kharif,Urad,1992-1993,146.30,47.20,323
Punjab,Kharif,Urad,1992-1993,6.70,2.00,299
Rajasthan,Kharif,Urad,1992-1993,157.80,62.80,398
Sikkim,Kharif,Urad,1992-1993,0.60,0.50,833
Tamil Nadu,Kharif,Urad,1992-1993,267.80,139.20,520
Tripura,Kharif,Urad,1992-1993,1.60,0.80,500
Uttar Pradesh,Kharif,Urad,1992-1993,237.50,111.70,470
West Bengal,Kharif,Urad,1992-1993,68.50,40.60,593
India,Kharif,Urad,1992-1993,2325.40,1103.60,475
Andhra Pradesh,Rabi,Urad,1992-1993,463.00,317.00,684
Assam,Rabi,Urad,1992-1993,33.00,14.40,436
Karnataka,Rabi,Urad,1992-1993,15.90,5.60,352
Madhya Pradesh,Rabi,Urad,1992-1993,30.40,8.20,270
Maharashtra,Rabi,Urad,1992-1993,11.40,3.00,254
Odisha,Rabi,Urad,1992-1993,2.90,1.10,379
Puducherry,Rabi,Urad,1992-1993,2.50,1.30,520
Sikkim,Rabi,Urad,1992-1993,4.00,3.00,750
Tripura,Rabi,Urad,1992-1993,0.70,0.30,429
Uttar Pradesh,Rabi,Urad,1992-1993,76.80,34.80,453
West Bengal,Rabi,Urad,1992-1993,56.60,38.40,678
India,Rabi,Urad,1992-1993,697.20,427.10,612
Andhra Pradesh,Total,Urad,1992-1993,530.60,348.10,656
Assam,Total,Urad,1992-1993,33.00,14.00,425
Bihar,Total,Urad,1992-1993,88.70,40.70,459
Dadra & Nagar Haveli  ,Total,Urad,1992-1993,1.80,1.50,833
Gujarat,Total,Urad,1992-1993,131.80,82.40,625
Haryana,Total,Urad,1992-1993,2.30,1.10,478
Himachal Pradesh,Total,Urad,1992-1993,13.90,4.20,302
Jammu & Kashmir,Total,Urad,1992-1993,18.50,4.10,222
Karnataka,Total,Urad,1992-1993,120.20,63.50,528
Kerala,Total,Urad,1992-1993,1.40,1.10,786
Madhya Pradesh,Total,Urad,1992-1993,569.80,173.80,305
Maharashtra,Total,Urad,1992-1993,480.30,312.10,650
Odisha,Total,Urad,1992-1993,149.20,48.30,324
Puducherry,Total,Urad,1992-1993,2.50,1.30,520
Punjab,Total,Urad,1992-1993,6.70,2.00,299
Rajasthan,Total,Urad,1992-1993,157.80,62.80,398
Sikkim,Total,Urad,1992-1993,4.60,3.50,761
Tamil Nadu,Total,Urad,1992-1993,267.80,139.20,520
Tripura,Total,Urad,1992-1993,2.30,1.10,478
Uttar Pradesh,Total,Urad,1992-1993,314.30,146.50,466
West Bengal,Total,Urad,1992-1993,125.10,79.00,631
India,Total,Urad,1992-1993,3022.60,1530.70,506
Andhra Pradesh,Kharif,Urad,1993-1994,70.00,35.60,509
Bihar,Kharif,Urad,1993-1994,81.60,38.20,468
Dadra & Nagar Haveli  ,Kharif,Urad,1993-1994,1.10,0.90,818
Gujarat,Kharif,Urad,1993-1994,121.80,45.70,375
Haryana,Kharif,Urad,1993-1994,1.80,0.80,444
Himachal Pradesh,Kharif,Urad,1993-1994,13.40,2.70,201
Jammu & Kashmir,Kharif,Urad,1993-1994,17.90,4.10,229
Karnataka,Kharif,Urad,1993-1994,99.50,63.80,641
Kerala,Kharif,Urad,1993-1994,1.30,4.90,3769
Madhya Pradesh,Kharif,Urad,1993-1994,543.10,169.20,312
Maharashtra,Kharif,Urad,1993-1994,492.30,316.60,643
Odisha,Kharif,Urad,1993-1994,258.60,135.20,523
Punjab,Kharif,Urad,1993-1994,5.60,2.30,411
Rajasthan,Kharif,Urad,1993-1994,182.90,55.10,301
Sikkim,Kharif,Urad,1993-1994,0.60,0.50,833
Tamil Nadu,Kharif,Urad,1993-1994,111.50,46.70,419
Tripura,Kharif,Urad,1993-1994,2.00,1.00,500
Uttar Pradesh,Kharif,Urad,1993-1994,238.30,85.00,357
West Bengal,Kharif,Urad,1993-1994,66.10,35.00,530
India,Kharif,Urad,1993-1994,2309.40,1043.30,452
Andhra Pradesh,Rabi,Urad,1993-1994,407.40,205.30,504
Assam,Rabi,Urad,1993-1994,32.60,17.40,534
Karnataka,Rabi,Urad,1993-1994,13.70,6.30,460
Madhya Pradesh,Rabi,Urad,1993-1994,31.30,8.60,275
Maharashtra,Rabi,Urad,1993-1994,14.10,6.10,433
Odisha,Rabi,Urad,1993-1994,4.40,0.90,205
Puducherry,Rabi,Urad,1993-1994,2.00,1.40,700
Sikkim,Rabi,Urad,1993-1994,3.40,2.60,765
Tamil Nadu,Rabi,Urad,1993-1994,104.80,43.90,419
Tripura,Rabi,Urad,1993-1994,0.50,0.20,400
Uttar Pradesh,Rabi,Urad,1993-1994,72.80,32.80,451
West Bengal,Rabi,Urad,1993-1994,53.30,34.30,644
India,Rabi,Urad,1993-1994,740.30,359.80,486
Andhra Pradesh,Total,Urad,1993-1994,477.40,240.90,505
Assam,Total,Urad,1993-1994,-,17.40,-
Bihar,Total,Urad,1993-1994,81.60,38.20,468
Dadra & Nagar Haveli  ,Total,Urad,1993-1994,1.10,0.90,818
Gujarat,Total,Urad,1993-1994,121.80,45.70,375
Haryana,Total,Urad,1993-1994,1.80,0.80,444
Himachal Pradesh,Total,Urad,1993-1994,13.40,2.70,201
Jammu & Kashmir,Total,Urad,1993-1994,17.90,4.10,229
Karnataka,Total,Urad,1993-1994,113.20,70.10,619
Kerala,Total,Urad,1993-1994,1.30,4.90,3769
Madhya Pradesh,Total,Urad,1993-1994,574.40,177.80,310
Maharashtra,Total,Urad,1993-1994,506.40,322.70,637
Odisha,Total,Urad,1993-1994,263.00,136.10,517
Puducherry,Total,Urad,1993-1994,-,1.40,-
Punjab,Total,Urad,1993-1994,5.60,2.30,411
Rajasthan,Total,Urad,1993-1994,182.90,55.10,301
Sikkim,Total,Urad,1993-1994,4.00,3.10,775
Tamil Nadu,Total,Urad,1993-1994,216.30,90.60,419
Tripura,Total,Urad,1993-1994,2.50,1.20,480
Uttar Pradesh,Total,Urad,1993-1994,311.10,117.80,379
West Bengal,Total,Urad,1993-1994,119.40,69.30,580
India,Total,Urad,1993-1994,3049.70,1403.10,460
Andhra Pradesh,Kharif,Urad,1994-1995,71.70,28.20,393
Bihar,Kharif,Urad,1994-1995,83.70,43.10,515
Dadra & Nagar Haveli  ,Kharif,Urad,1994-1995,1.70,1.40,824
Gujarat,Kharif,Urad,1994-1995,116.80,53.80,461
Haryana,Kharif,Urad,1994-1995,2.00,1.00,500
Himachal Pradesh,Kharif,Urad,1994-1995,12.50,3.70,296
Jammu & Kashmir,Kharif,Urad,1994-1995,17.80,3.80,213
Karnataka,Kharif,Urad,1994-1995,105.10,27.40,261
Kerala,Kharif,Urad,1994-1995,1.30,0.80,615
Madhya Pradesh,Kharif,Urad,1994-1995,476.60,141.20,296
Maharashtra,Kharif,Urad,1994-1995,504.70,231.10,458
Odisha,Kharif,Urad,1994-1995,157.80,56.20,356
Punjab,Kharif,Urad,1994-1995,5.40,1.90,352
Rajasthan,Kharif,Urad,1994-1995,147.10,37.70,256
Sikkim,Kharif,Urad,1994-1995,0.10,0.10,1000
Tamil Nadu,Kharif,Urad,1994-1995,76.80,40.20,523
Tripura,Kharif,Urad,1994-1995,1.40,0.60,429
Uttar Pradesh,Kharif,Urad,1994-1995,198.90,77.60,390
West Bengal,Kharif,Urad,1994-1995,81.50,38.80,476
India,Kharif,Urad,1994-1995,2062.90,788.60,382
Andhra Pradesh,Rabi,Urad,1994-1995,393.00,191.30,487
Assam,Rabi,Urad,1994-1995,33.90,18.00,531
Karnataka,Rabi,Urad,1994-1995,13.30,3.90,293
Madhya Pradesh,Rabi,Urad,1994-1995,29.90,7.20,241
Maharashtra,Rabi,Urad,1994-1995,11.20,4.70,420
Odisha,Rabi,Urad,1994-1995,2.80,0.70,250
Puducherry,Rabi,Urad,1994-1995,2.70,1.90,704
Sikkim,Rabi,Urad,1994-1995,4.00,3.10,775
Tamil Nadu,Rabi,Urad,1994-1995,157.60,82.50,523
Tripura,Rabi,Urad,1994-1995,0.50,0.20,400
Uttar Pradesh,Rabi,Urad,1994-1995,68.00,29.00,426
West Bengal,Rabi,Urad,1994-1995,22.20,11.70,527
India,Rabi,Urad,1994-1995,739.10,354.20,479
Andhra Pradesh,Total,Urad,1994-1995,464.70,219.50,472
Assam,Total,Urad,1994-1995,33.90,18.00,531
Bihar,Total,Urad,1994-1995,83.70,43.10,515
Dadra & Nagar Haveli  ,Total,Urad,1994-1995,1.70,1.40,824
Gujarat,Total,Urad,1994-1995,116.80,53.80,461
Haryana,Total,Urad,1994-1995,2.00,1.00,500
Himachal Pradesh,Total,Urad,1994-1995,12.50,3.70,296
Jammu & Kashmir,Total,Urad,1994-1995,17.80,3.80,213
Karnataka,Total,Urad,1994-1995,118.40,31.30,264
Kerala,Total,Urad,1994-1995,1.30,0.80,615
Madhya Pradesh,Total,Urad,1994-1995,506.50,148.40,293
Maharashtra,Total,Urad,1994-1995,515.90,235.80,457
Odisha,Total,Urad,1994-1995,160.60,56.90,354
Puducherry,Total,Urad,1994-1995,2.70,1.90,704
Punjab,Total,Urad,1994-1995,5.40,1.90,352
Rajasthan,Total,Urad,1994-1995,147.10,37.70,256
Sikkim,Total,Urad,1994-1995,4.10,3.20,780
Tamil Nadu,Total,Urad,1994-1995,234.40,122.70,523
Tripura,Total,Urad,1994-1995,1.90,0.80,421
Uttar Pradesh,Total,Urad,1994-1995,266.90,106.60,399
West Bengal,Total,Urad,1994-1995,103.70,50.50,487
India,Total,Urad,1994-1995,2802.00,1142.80,408
Andhra Pradesh,Kharif,Urad,1995-1996,91.90,54.00,588
Bihar,Kharif,Urad,1995-1996,73.90,37.30,505
Dadra & Nagar Haveli  ,Kharif,Urad,1995-1996,1.40,1.00,714
Gujarat,Kharif,Urad,1995-1996,120.30,61.80,514
Haryana,Kharif,Urad,1995-1996,1.30,0.60,462
Himachal Pradesh,Kharif,Urad,1995-1996,12.10,3.20,264
Jammu & Kashmir,Kharif,Urad,1995-1996,15.90,3.40,214
Karnataka,Kharif,Urad,1995-1996,113.60,86.10,758
Kerala,Kharif,Urad,1995-1996,0.30,0.20,667
Madhya Pradesh,Kharif,Urad,1995-1996,473.20,162.20,343
Maharashtra,Kharif,Urad,1995-1996,488.20,223.70,458
Odisha,Kharif,Urad,1995-1996,126.80,38.00,300
Punjab,Kharif,Urad,1995-1996,6.20,2.10,339
Rajasthan,Kharif,Urad,1995-1996,150.30,62.90,418
Sikkim,Kharif,Urad,1995-1996,0.20,0.10,500
Tamil Nadu,Kharif,Urad,1995-1996,58.10,23.20,399
Tripura,Kharif,Urad,1995-1996,1.00,0.50,500
Uttar Pradesh,Kharif,Urad,1995-1996,221.00,101.00,457
West Bengal,Kharif,Urad,1995-1996,63.80,24.80,389
India,Kharif,Urad,1995-1996,2019.50,886.10,439
Andhra Pradesh,Rabi,Urad,1995-1996,452.60,297.90,658
Assam,Rabi,Urad,1995-1996,32.80,14.80,451
Karnataka,Rabi,Urad,1995-1996,13.40,4.30,321
Madhya Pradesh,Rabi,Urad,1995-1996,26.80,7.20,269
Maharashtra,Rabi,Urad,1995-1996,12.90,6.50,504
Odisha,Rabi,Urad,1995-1996,2.30,0.80,348
Puducherry,Rabi,Urad,1995-1996,2.70,1.70,630
Sikkim,Rabi,Urad,1995-1996,4.30,3.10,721
Tamil Nadu,Rabi,Urad,1995-1996,146.30,58.30,398
Tripura,Rabi,Urad,1995-1996,-,0.20,-
Uttar Pradesh,Rabi,Urad,1995-1996,72.00,34.00,472
West Bengal,Rabi,Urad,1995-1996,13.50,6.80,504
India,Rabi,Urad,1995-1996,780.10,435.60,558
Andhra Pradesh,Total,Urad,1995-1996,544.50,351.90,646
Assam,Total,Urad,1995-1996,32.80,14.80,451
Bihar,Total,Urad,1995-1996,73.90,37.30,505
Dadra & Nagar Haveli  ,Total,Urad,1995-1996,1.40,1.00,714
Gujarat,Total,Urad,1995-1996,120.30,61.80,514
Haryana,Total,Urad,1995-1996,1.30,0.60,462
Himachal Pradesh,Total,Urad,1995-1996,12.10,3.20,264
Jammu & Kashmir,Total,Urad,1995-1996,15.90,3.40,214
Karnataka,Total,Urad,1995-1996,127.00,90.40,712
Kerala,Total,Urad,1995-1996,0.30,0.20,667
Madhya Pradesh,Total,Urad,1995-1996,500.00,169.40,339
Maharashtra,Total,Urad,1995-1996,501.10,230.20,459
Odisha,Total,Urad,1995-1996,129.10,38.80,301
Puducherry,Total,Urad,1995-1996,2.70,1.70,630
Punjab,Total,Urad,1995-1996,6.20,2.10,339
Rajasthan,Total,Urad,1995-1996,150.30,62.90,418
Sikkim,Total,Urad,1995-1996,4.50,3.20,711
Tamil Nadu,Total,Urad,1995-1996,204.40,81.50,399
Tripura,Total,Urad,1995-1996,1.00,0.70,700
Uttar Pradesh,Total,Urad,1995-1996,293.00,135.00,461
West Bengal,Total,Urad,1995-1996,77.30,31.60,409
India,Total,Urad,1995-1996,2799.60,1321.70,472
Andaman & Nicobar Islands,Rabi,Urad,1996-1997,2.00,1.00,500
Andaman & Nicobar Islands,Total,Urad,1996-1997,2.00,1.00,500
Andhra Pradesh,Kharif,Urad,1996-1997,100.00,46.00,460
Andhra Pradesh,Rabi,Urad,1996-1997,425.00,281.00,661
Andhra Pradesh,Total,Urad,1996-1997,525.00,327.00,623
Arunachal Pradesh,Kharif,Urad,1996-1997,2.90,2.70,931
Arunachal Pradesh,Total,Urad,1996-1997,2.90,2.70,931
Assam,Kharif,Urad,1996-1997,-,23.80,-
Assam,Rabi,Urad,1996-1997,41.10,23.80,579
Assam,Total,Urad,1996-1997,41.10,47.60,1158
Bihar,Kharif,Urad,1996-1997,81.20,50.70,624
Bihar,Total,Urad,1996-1997,81.20,50.70,624
Dadra & Nagar Haveli  ,Kharif,Urad,1996-1997,1.20,1.00,833
Dadra & Nagar Haveli  ,Total,Urad,1996-1997,1.20,1.00,833
Gujarat,Kharif,Urad,1996-1997,134.00,91.00,679
Gujarat,Total,Urad,1996-1997,134.00,91.00,679
Haryana,Kharif,Urad,1996-1997,1.60,0.80,500
Haryana,Total,Urad,1996-1997,1.60,0.80,500
Himachal Pradesh,Kharif,Urad,1996-1997,11.40,3.40,298
Himachal Pradesh,Total,Urad,1996-1997,11.40,3.40,298
Jammu & Kashmir,Kharif,Urad,1996-1997,15.10,5.80,384
Jammu & Kashmir,Total,Urad,1996-1997,15.10,5.80,384
Karnataka,Kharif,Urad,1996-1997,134.90,29.60,219
Karnataka,Rabi,Urad,1996-1997,14.00,6.70,479
Karnataka,Total,Urad,1996-1997,148.90,36.30,244
Kerala,Kharif,Urad,1996-1997,0.30,0.20,667
Kerala,Total,Urad,1996-1997,0.30,0.20,667
Madhya Pradesh,Kharif,Urad,1996-1997,509.60,127.70,251
Madhya Pradesh,Rabi,Urad,1996-1997,25.10,7.20,287
Madhya Pradesh,Total,Urad,1996-1997,534.70,134.90,252
Maharashtra,Kharif,Urad,1996-1997,524.40,270.20,515
Maharashtra,Rabi,Urad,1996-1997,21.10,12.40,588
Maharashtra,Total,Urad,1996-1997,545.50,340.00,518
