States/UTs,Season,Crop,Year,"Area
(In '000 Hectare)","Production
(In '000 Tonne)","Yield
(In Kg./Hectare)"
Arunachal Pradesh,,Total Pulses,2003-2004,3.40,3.40,1000
Assam,,Total Pulses,2003-2004,115.00,64.00,557
Bihar,,Total Pulses,2003-2004,691.30,562.60,814
Chhattisgarh,,Total Pulses,2003-2004,955.10,580.70,608
Dadra & Nagar Haveli  ,,Total Pulses,2003-2004,6.00,5.10,850
Daman & Diu  ,,Total Pulses,2003-2004,1.30,1.10,846
Delhi ,,Total Pulses,2003-2004,0.10,0.80,8000
Goa,,Total Pulses,2003-2004,9.80,9.20,939
Gujarat,,Total Pulses,2003-2004,832.60,622.40,748
Haryana,,Total Pulses,2003-2004,199.00,143.10,719
Himachal Pradesh,,Total Pulses,2003-2004,29.30,9.00,307
Jammu & Kashmir,,Total Pulses,2003-2004,27.60,13.30,482
Jharkhand,,Total Pulses,2003-2004,266.00,135.00,508
Karnataka,,Total Pulses,2003-2004,1874.30,569.20,304
Kerala,,Total Pulses,2003-2004,6.00,5.00,833
Madhya Pradesh,,Total Pulses,2003-2004,4585.40,3488.00,761
Maharashtra,,Total Pulses,2003-2004,3446.10,1960.00,569
Manipur,,Total Pulses,2003-2004,6.30,3.20,508
Meghalaya,,Total Pulses,2003-2004,4.70,3.50,745
Mizoram,,Total Pulses,2003-2004,5.20,4.50,865
Nagaland,,Total Pulses,2003-2004,20.00,23.90,1195
Odisha,,Total Pulses,2003-2004,714.80,272.70,382
Puducherry,,Total Pulses,2003-2004,2.60,0.90,346
Punjab,,Total Pulses,2003-2004,47.90,39.40,823
Rajasthan,,Total Pulses,2003-2004,3860.90,2278.40,590
Sikkim,,Total Pulses,2003-2004,7.10,6.80,958
Tamil Nadu,,Total Pulses,2003-2004,537.00,200.80,374
Tripura,,Total Pulses,2003-2004,8.40,5.20,619
Uttar Pradesh,,Total Pulses,2003-2004,2698.40,2400.30,890
Uttarakhand,,Total Pulses,2003-2004,42.00,29.00,690
West Bengal,,Total Pulses,2003-2004,251.90,211.70,840
India,,Total Pulses,2003-2004,23441.20,14891.60,635
Andaman & Nicobar Islands,,Total Pulses,2004-2005,0.70,0.40,571
Andhra Pradesh,,Total Pulses,2004-2005,1803.80,1019.00,565
Arunachal Pradesh,,Total Pulses,2004-2005,3.80,3.80,1000
Assam,,Total Pulses,2004-2005,107.60,61.40,571
Bihar,,Total Pulses,2004-2005,657.90,466.90,710
Chhattisgarh,,Total Pulses,2004-2005,932.20,367.80,395
Dadra & Nagar Haveli  ,,Total Pulses,2004-2005,6.50,5.40,831
Daman & Diu  ,,Total Pulses,2004-2005,1.30,1.20,923
Delhi ,,Total Pulses,2004-2005,0.30,0.30,1000
Goa,,Total Pulses,2004-2005,10.40,9.40,904
Gujarat,,Total Pulses,2004-2005,710.20,479.30,675
Haryana,,Total Pulses,2004-2005,184.20,146.00,793
Himachal Pradesh,,Total Pulses,2004-2005,32.30,18.10,560
Jammu & Kashmir,,Total Pulses,2004-2005,30.70,15.10,492
Jharkhand,,Total Pulses,2004-2005,273.00,160.00,586
Karnataka,,Total Pulses,2004-2005,2106.00,792.00,376
Kerala,,Total Pulses,2004-2005,3.40,2.90,853
Madhya Pradesh,,Total Pulses,2004-2005,4519.70,3429.20,759
Maharashtra,,Total Pulses,2004-2005,3384.00,1664.00,492
Manipur,,Total Pulses,2004-2005,5.80,3.00,517
Meghalaya,,Total Pulses,2004-2005,4.70,3.60,766
Mizoram,,Total Pulses,2004-2005,3.70,4.80,1297
Nagaland,,Total Pulses,2004-2005,16.90,14.50,858
Odisha,,Total Pulses,2004-2005,642.50,249.60,388
Puducherry,,Total Pulses,2004-2005,3.80,1.20,316
Punjab,,Total Pulses,2004-2005,39.60,31.70,801
Rajasthan,,Total Pulses,2004-2005,3571.10,1337.40,375
Sikkim,,Total Pulses,2004-2005,6.90,6.60,957
Tamil Nadu,,Total Pulses,2004-2005,599.30,245.60,410
Tripura,,Total Pulses,2004-2005,8.90,5.50,618
Uttar Pradesh,,Total Pulses,2004-2005,2803.70,2375.00,847
Uttarakhand,,Total Pulses,2004-2005,45.00,28.00,622
West Bengal,,Total Pulses,2004-2005,225.70,167.10,740
India,,Total Pulses,2004-2005,22745.60,13115.80,577
Andaman & Nicobar Islands,,Total Pulses,2005-2006,0.80,0.40,500
Andhra Pradesh,,Total Pulses,2005-2006,1781.70,1376.00,772
Arunachal Pradesh,,Total Pulses,2005-2006,3.70,3.60,973
Assam,,Total Pulses,2005-2006,100.50,54.00,537
Bihar,,Total Pulses,2005-2006,596.90,446.80,749
Chhattisgarh,,Total Pulses,2005-2006,949.70,453.20,477
Dadra & Nagar Haveli  ,,Total Pulses,2005-2006,6.50,5.60,862
Daman & Diu  ,,Total Pulses,2005-2006,1.30,1.10,846
Delhi ,,Total Pulses,2005-2006,0.50,0.50,1000
Goa,,Total Pulses,2005-2006,11.00,11.50,1045
Gujarat,,Total Pulses,2005-2006,777.00,547.00,704
Haryana,,Total Pulses,2005-2006,189.80,118.10,622
Himachal Pradesh,,Total Pulses,2005-2006,27.50,19.60,713
Jammu & Kashmir,,Total Pulses,2005-2006,26.80,13.50,504
Jharkhand,,Total Pulses,2005-2006,291.10,172.30,592
Karnataka,,Total Pulses,2005-2006,1981.00,964.00,487
Kerala,,Total Pulses,2005-2006,8.90,6.90,775
Madhya Pradesh,,Total Pulses,2005-2006,4284.90,3232.60,754
Maharashtra,,Total Pulses,2005-2006,3432.00,2005.00,584
Manipur,,Total Pulses,2005-2006,8.60,4.50,523
Meghalaya,,Total Pulses,2005-2006,4.80,3.60,750
Mizoram,,Total Pulses,2005-2006,6.50,7.90,1215
Nagaland,,Total Pulses,2005-2006,15.00,14.10,940
Odisha,,Total Pulses,2005-2006,809.20,336.30,416
Puducherry,,Total Pulses,2005-2006,3.70,1.20,324
Punjab,,Total Pulses,2005-2006,32.60,26.20,804
Rajasthan,,Total Pulses,2005-2006,3444.60,898.10,261
Sikkim,,Total Pulses,2005-2006,6.80,6.10,897
Tamil Nadu,,Total Pulses,2005-2006,525.30,177.00,337
Tripura,,Total Pulses,2005-2006,8.90,5.60,629
Uttar Pradesh,,Total Pulses,2005-2006,2750.70,2231.50,811
Uttarakhand,,Total Pulses,2005-2006,61.00,36.00,590
West Bengal,,Total Pulses,2005-2006,222.00,174.30,785
India,,Total Pulses,2005-2006,22371.30,13354.10,597
Andaman & Nicobar Islands,,Total Pulses,2006-2007,0.70,0.40,571
Andhra Pradesh,,Total Pulses,2006-2007,1984.00,1347.00,679
Arunachal Pradesh,,Total Pulses,2006-2007,3.70,3.60,973
Assam,,Total Pulses,2006-2007,106.00,59.00,557
Bihar,,Total Pulses,2006-2007,607.00,438.20,722
Chhattisgarh,,Total Pulses,2006-2007,908.70,493.60,543
Dadra & Nagar Haveli  ,,Total Pulses,2006-2007,6.50,5.60,862
Daman & Diu  ,,Total Pulses,2006-2007,1.30,1.10,846
Delhi ,,Total Pulses,2006-2007,0.40,0.70,1750
Goa,,Total Pulses,2006-2007,12.00,16.30,1358
Gujarat,,Total Pulses,2006-2007,1000.00,593.00,593
Haryana,,Total Pulses,2006-2007,170.00,140.00,824
Himachal Pradesh,,Total Pulses,2006-2007,31.00,28.90,932
Jammu & Kashmir,,Total Pulses,2006-2007,28.10,14.20,505
Jharkhand,,Total Pulses,2006-2007,376.40,258.10,686
Karnataka,,Total Pulses,2006-2007,2369.00,893.00,377
Kerala,,Total Pulses,2006-2007,9.80,8.40,857
Madhya Pradesh,,Total Pulses,2006-2007,4108.10,3203.10,780
Maharashtra,,Total Pulses,2006-2007,3828.00,2304.00,602
Manipur,,Total Pulses,2006-2007,8.60,4.50,523
Meghalaya,,Total Pulses,2006-2007,3.90,2.90,744
Mizoram,,Total Pulses,2006-2007,5.00,5.80,1160
Nagaland,,Total Pulses,2006-2007,19.90,23.90,1201
Odisha,,Total Pulses,2006-2007,791.00,351.80,445
Puducherry,,Total Pulses,2006-2007,3.70,1.20,324
Punjab,,Total Pulses,2006-2007,31.90,27.10,850
Rajasthan,,Total Pulses,2006-2007,3207.60,1481.30,462
Sikkim,,Total Pulses,2006-2007,6.80,6.10,897
Tamil Nadu,,Total Pulses,2006-2007,536.50,290.50,541
Tripura,,Total Pulses,2006-2007,8.10,5.30,654
Uttar Pradesh,,Total Pulses,2006-2007,2724.30,1975.12,725
Uttarakhand,,Total Pulses,2006-2007,53.00,34.00,642
West Bengal,,Total Pulses,2006-2007,219.10,154.00,703
India,,Total Pulses,2006-2007,23170.10,14171.72,612
Andaman & Nicobar Islands,,Total Pulses,2007-2008,2.20,1.34,609
Andhra Pradesh,,Total Pulses,2007-2008,2113.00,1697.00,803
Arunachal Pradesh,,Total Pulses,2007-2008,3.70,3.60,973
Assam,,Total Pulses,2007-2008,113.00,63.00,558
Bihar,,Total Pulses,2007-2008,607.60,497.10,818
Chhattisgarh,,Total Pulses,2007-2008,915.60,536.80,586
Dadra & Nagar Haveli  ,,Total Pulses,2007-2008,6.50,5.60,862
Daman & Diu  ,,Total Pulses,2007-2008,1.30,1.10,846
Delhi ,,Total Pulses,2007-2008,0.40,0.70,1750
Goa,,Total Pulses,2007-2008,11.40,11.30,991
Gujarat,,Total Pulses,2007-2008,881.00,743.00,843
Haryana,,Total Pulses,2007-2008,169.00,101.80,602
Himachal Pradesh,,Total Pulses,2007-2008,33.90,36.00,1062
Jammu & Kashmir,,Total Pulses,2007-2008,30.30,15.40,508
Jharkhand,,Total Pulses,2007-2008,410.00,301.80,736
Karnataka,,Total Pulses,2007-2008,2383.00,1265.00,531
Kerala,,Total Pulses,2007-2008,9.80,8.40,857
Madhya Pradesh,,Total Pulses,2007-2008,4026.20,2453.60,609
Maharashtra,,Total Pulses,2007-2008,4056.00,3024.00,746
Manipur,,Total Pulses,2007-2008,14.50,7.20,497
Meghalaya,,Total Pulses,2007-2008,4.00,3.30,825
Mizoram,,Total Pulses,2007-2008,5.10,2.70,529
Nagaland,,Total Pulses,2007-2008,20.40,24.20,1186
Odisha,,Total Pulses,2007-2008,859.00,383.50,446
Puducherry,,Total Pulses,2007-2008,4.80,0.40,83
Punjab,,Total Pulses,2007-2008,28.60,23.00,804
Rajasthan,,Total Pulses,2007-2008,3869.90,1552.80,401
Sikkim,,Total Pulses,2007-2008,12.50,11.60,928
Tamil Nadu,,Total Pulses,2007-2008,609.80,185.00,303
Tripura,,Total Pulses,2007-2008,6.80,4.70,691
Uttar Pradesh,,Total Pulses,2007-2008,2156.00,1576.90,731
Uttarakhand,,Total Pulses,2007-2008,63.00,50.00,794
West Bengal,,Total Pulses,2007-2008,186.10,147.60,793
India,,Total Pulses,2007-2008,23614.40,14739.44,624
Andaman & Nicobar Islands,,Total Pulses,2008-2009,2.10,1.20,571
Andhra Pradesh,,Total Pulses,2008-2009,1771.00,1448.00,818
Arunachal Pradesh,,Total Pulses,2008-2009,3.90,4.00,1026
Assam,,Total Pulses,2008-2009,113.70,64.50,567
Bihar,,Total Pulses,2008-2009,585.70,469.10,801
Chhattisgarh,,Total Pulses,2008-2009,859.80,498.60,580
Dadra & Nagar Haveli  ,,Total Pulses,2008-2009,6.40,5.50,859
Daman & Diu  ,,Total Pulses,2008-2009,1.30,1.10,846
Delhi ,,Total Pulses,2008-2009,0.30,0.70,2333
Goa,,Total Pulses,2008-2009,9.90,10.20,1030
Gujarat,,Total Pulses,2008-2009,784.00,609.00,777
Haryana,,Total Pulses,2008-2009,182.90,177.80,972
Himachal Pradesh,,Total Pulses,2008-2009,31.00,23.50,758
Jammu & Kashmir,,Total Pulses,2008-2009,30.60,14.20,464
Jharkhand,,Total Pulses,2008-2009,387.60,280.70,724
Karnataka,,Total Pulses,2008-2009,2087.00,972.00,466
Kerala,,Total Pulses,2008-2009,7.70,6.30,818
Madhya Pradesh,,Total Pulses,2008-2009,4559.80,3683.10,808
Maharashtra,,Total Pulses,2008-2009,3082.00,1656.00,537
Manipur,,Total Pulses,2008-2009,12.90,6.50,504
Meghalaya,,Total Pulses,2008-2009,4.50,3.90,867
Mizoram,,Total Pulses,2008-2009,4.00,3.60,900
Nagaland,,Total Pulses,2008-2009,16.30,18.00,1104
Odisha,,Total Pulses,2008-2009,804.90,387.30,481
Puducherry,,Total Pulses,2008-2009,2.50,0.50,200
Punjab,,Total Pulses,2008-2009,23.90,21.70,908
Rajasthan,,Total Pulses,2008-2009,3672.50,1826.40,497
Sikkim,,Total Pulses,2008-2009,12.60,11.80,937
Tamil Nadu,,Total Pulses,2008-2009,536.10,164.50,307
Tripura,,Total Pulses,2008-2009,6.10,4.38,718
Uttar Pradesh,,Total Pulses,2008-2009,2223.30,1998.10,899
Uttarakhand,,Total Pulses,2008-2009,64.00,39.00,609
West Bengal,,Total Pulses,2008-2009,182.60,128.50,704
India,,Total Pulses,2008-2009,22072.90,14539.68,659
Andaman & Nicobar Islands,,Total Pulses,2009-2010,2.94,1.76,600
Andhra Pradesh,,Total Pulses,2009-2010,1932.00,1429.00,740
Arunachal Pradesh,,Total Pulses,2009-2010,4.20,4.20,1000
Assam,,Total Pulses,2009-2010,115.27,64.63,561
Bihar,,Total Pulses,2009-2010,564.82,472.52,837
Chhattisgarh,,Total Pulses,2009-2010,808.90,488.70,604
Dadra & Nagar Haveli  ,,Total Pulses,2009-2010,5.92,4.91,829
Daman & Diu  ,,Total Pulses,2009-2010,1.30,1.10,846
Delhi ,,Total Pulses,2009-2010,0.40,0.80,2008
Goa,,Total Pulses,2009-2010,7.86,8.50,1082
Gujarat,,Total Pulses,2009-2010,733.00,517.00,705
Haryana,,Total Pulses,2009-2010,132.00,100.00,758
Himachal Pradesh,,Total Pulses,2009-2010,30.36,20.67,681
Jammu & Kashmir,,Total Pulses,2009-2010,29.73,13.56,456
Jharkhand,,Total Pulses,2009-2010,315.68,223.66,708
Karnataka,,Total Pulses,2009-2010,2479.00,1118.00,451
Kerala,,Total Pulses,2009-2010,10.34,10.26,991
Madhya Pradesh,,Total Pulses,2009-2010,4940.50,4304.60,871
Maharashtra,,Total Pulses,2009-2010,3376.00,2370.00,702
Manipur,,Total Pulses,2009-2010,14.50,7.20,497
Meghalaya,,Total Pulses,2009-2010,4.04,3.56,881
Mizoram,,Total Pulses,2009-2010,3.90,6.50,1667
Nagaland,,Total Pulses,2009-2010,15.90,14.41,906
Odisha,,Total Pulses,2009-2010,867.26,399.32,460
Puducherry,,Total Pulses,2009-2010,2.05,0.32,154
Punjab,,Total Pulses,2009-2010,20.30,18.00,887
Rajasthan,,Total Pulses,2009-2010,3501.00,713.70,204
Sikkim,,Total Pulses,2009-2010,13.20,12.90,977
Tamil Nadu,,Total Pulses,2009-2010,534.75,204.13,382
Tripura,,Total Pulses,2009-2010,6.34,4.52,713
Uttar Pradesh,,Total Pulses,2009-2010,2540.71,1901.44,748
Uttarakhand,,Total Pulses,2009-2010,64.00,46.00,719
West Bengal,,Total Pulses,2009-2010,181.92,150.12,825
India,,Total Pulses,2009-2010,23282.39,14661.79,630
Andaman & Nicobar Islands,,Total Pulses,2010-2011,2.61,1.15,442
Andhra Pradesh,,Total Pulses,2010-2011,2131.80,1440.00,675
Arunachal Pradesh,,Total Pulses,2010-2011,4.17,3.66,879
Assam,,Total Pulses,2010-2011,126.38,70.10,555
Bihar,,Total Pulses,2010-2011,612.34,537.76,878
Chhattisgarh,,Total Pulses,2010-2011,861.40,537.51,624
Dadra & Nagar Haveli  ,,Total Pulses,2010-2011,6.78,6.09,898
Daman & Diu  ,,Total Pulses,2010-2011,1.30,1.10,846
Delhi ,,Total Pulses,2010-2011,0.48,0.77,1611
Goa,,Total Pulses,2010-2011,7.55,7.98,1057
Gujarat,,Total Pulses,2010-2011,890.00,723.00,812
Haryana,,Total Pulses,2010-2011,176.40,158.50,899
Himachal Pradesh,,Total Pulses,2010-2011,34.31,41.60,1213
Jammu & Kashmir,,Total Pulses,2010-2011,28.65,16.73,584
Jharkhand,,Total Pulses,2010-2011,426.18,329.64,773
Karnataka,,Total Pulses,2010-2011,2792.00,1565.00,561
Kerala,,Total Pulses,2010-2011,3.83,2.98,778
Madhya Pradesh,,Total Pulses,2010-2011,5161.79,3386.23,656
Maharashtra,,Total Pulses,2010-2011,4038.00,3099.80,768
Manipur,,Total Pulses,2010-2011,26.97,24.20,897
Meghalaya,,Total Pulses,2010-2011,4.41,3.74,849
Mizoram,,Total Pulses,2010-2011,3.95,6.06,1534
Nagaland,,Total Pulses,2010-2011,16.13,17.50,1085
Odisha,,Total Pulses,2010-2011,879.04,426.92,486
Puducherry,,Total Pulses,2010-2011,2.65,1.32,499
Punjab,,Total Pulses,2010-2011,21.20,19.30,910
Rajasthan,,Total Pulses,2010-2011,4754.81,3259.69,686
Sikkim,,Total Pulses,2010-2011,13.20,11.87,899
Tamil Nadu,,Total Pulses,2010-2011,636.80,245.98,386
Tripura,,Total Pulses,2010-2011,7.36,5.20,706
Uttar Pradesh,,Total Pulses,2010-2011,2449.00,2037.00,832
Uttarakhand,,Total Pulses,2010-2011,61.23,52.11,851
West Bengal,,Total Pulses,2010-2011,196.23,176.12,898
India,,Total Pulses,2010-2011,26401.65,18240.95,691
Andaman & Nicobar Islands,,Total Pulses,2011-2012,1.81,0.98,541
Andhra Pradesh,,Total Pulses,2011-2012,1931.00,1230.00,637
Arunachal Pradesh,,Total Pulses,2011-2012,4.60,4.23,920
Assam,,Total Pulses,2011-2012,119.70,68.55,573
Bihar,,Total Pulses,2011-2012,524.32,511.32,975
Chhattisgarh,,Total Pulses,2011-2012,813.61,499.13,613
Dadra & Nagar Haveli  ,,Total Pulses,2011-2012,4.25,3.99,939
Delhi ,,Total Pulses,2011-2012,0.36,0.70,1939
Goa,,Total Pulses,2011-2012,9.91,8.28,836
Gujarat,,Total Pulses,2011-2012,957.00,780.00,815
Haryana,,Total Pulses,2011-2012,180.00,127.00,706
Himachal Pradesh,,Total Pulses,2011-2012,32.28,30.79,954
Jammu & Kashmir,,Total Pulses,2011-2012,25.98,13.20,508
Jharkhand,,Total Pulses,2011-2012,465.48,411.99,885
Karnataka,,Total Pulses,2011-2012,2303.00,1134.15,492
Kerala,,Total Pulses,2011-2012,3.40,2.54,747
Madhya Pradesh,,Total Pulses,2011-2012,5185.90,4161.90,803
Maharashtra,,Total Pulses,2011-2012,3273.00,2268.00,693
Manipur,,Total Pulses,2011-2012,28.50,26.85,942
Meghalaya,,Total Pulses,2011-2012,4.15,3.72,896
Mizoram,,Total Pulses,2011-2012,3.83,5.32,1389
Nagaland,,Total Pulses,2011-2012,15.77,17.22,1092
Odisha,,Total Pulses,2011-2012,729.34,343.44,471
Puducherry,,Total Pulses,2011-2012,2.42,1.01,417
Punjab,,Total Pulses,2011-2012,19.00,15.00,789
Rajasthan,,Total Pulses,2011-2012,4458.03,2432.11,546
Sikkim,,Total Pulses,2011-2012,6.50,5.87,903
Tamil Nadu,,Total Pulses,2011-2012,668.54,369.29,552
Tripura,,Total Pulses,2011-2012,8.59,5.99,697
Uttar Pradesh,,Total Pulses,2011-2012,2421.00,2403.00,993
Uttarakhand,,Total Pulses,2011-2012,55.00,49.00,891
West Bengal,,Total Pulses,2011-2012,185.01,130.64,706
India,,Total Pulses,2011-2012,24462.18,17088.91,699
Andaman & Nicobar Islands,,Total Pulses,2012-2013,1.31,0.66,499
Andhra Pradesh,,Total Pulses,2012-2013,1949.00,1623.00,833
Arunachal Pradesh,,Total Pulses,2012-2013,4.65,5.01,1076
Assam,,Total Pulses,2012-2013,141.24,84.42,598
Bihar,,Total Pulses,2012-2013,515.78,542.76,1052
Chhattisgarh,,Total Pulses,2012-2013,926.51,648.72,700
Dadra & Nagar Haveli  ,,Total Pulses,2012-2013,5.51,4.97,901
Delhi ,,Total Pulses,2012-2013,0.31,0.65,2097
Goa,,Total Pulses,2012-2013,9.95,8.97,902
Gujarat,,Total Pulses,2012-2013,660.00,572.22,867
Haryana,,Total Pulses,2012-2013,162.90,130.40,800
Himachal Pradesh,,Total Pulses,2012-2013,32.61,46.07,1413
Jammu & Kashmir,,Total Pulses,2012-2013,26.71,14.17,530
Jharkhand,,Total Pulses,2012-2013,586.98,609.29,1038
Karnataka,,Total Pulses,2012-2013,2269.00,1259.30,555
Kerala,,Total Pulses,2012-2013,3.15,3.24,1029
Madhya Pradesh,,Total Pulses,2012-2013,5314.40,5165.86,972
Maharashtra,,Total Pulses,2012-2013,3274.00,2306.00,704
Manipur,,Total Pulses,2012-2013,30.30,28.35,936
Meghalaya,,Total Pulses,2012-2013,3.61,3.68,1019
Mizoram,,Total Pulses,2012-2013,3.09,3.28,1061
Nagaland,,Total Pulses,2012-2013,20.14,22.13,1099
Odisha,,Total Pulses,2012-2013,827.24,424.39,513
Puducherry,,Total Pulses,2012-2013,1.62,0.83,512
Punjab,,Total Pulses,2012-2013,64.40,53.00,823
Rajasthan,,Total Pulses,2012-2013,3245.59,1956.78,603
Sikkim,,Total Pulses,2012-2013,6.37,5.83,915
Tamil Nadu,,Total Pulses,2012-2013,507.62,209.88,413
Tripura,,Total Pulses,2012-2013,8.45,5.96,705
Uttar Pradesh,,Total Pulses,2012-2013,2367.00,2332.00,985
Uttarakhand,,Total Pulses,2012-2013,60.97,51.27,841
West Bengal,,Total Pulses,2012-2013,201.90,192.27,952
India,,Total Pulses,2012-2013,23256.81,18342.46,789
Andaman & Nicobar Islands,,Total Pulses,2013-2014,0.58,0.28,486
Andhra Pradesh,,Total Pulses,2013-2014,1108.80,1061.76,958
Arunachal Pradesh,,Total Pulses,2013-2014,9.65,11.15,1155
Assam,,Total Pulses,2013-2014,149.98,104.31,695
Bihar,,Total Pulses,2013-2014,499.96,522.04,1044
Chhattisgarh,,Total Pulses,2013-2014,846.26,484.54,573
Dadra & Nagar Haveli  ,,Total Pulses,2013-2014,5.80,5.21,898
Delhi ,,Total Pulses,2013-2014,0.04,0.06,1500
Goa,,Total Pulses,2013-2014,8.10,8.93,1102
Gujarat,,Total Pulses,2013-2014,813.00,729.00,897
Haryana,,Total Pulses,2013-2014,152.55,125.05,820
Himachal Pradesh,,Total Pulses,2013-2014,28.94,51.04,1763
Jammu & Kashmir,,Total Pulses,2013-2014,25.88,13.85,535
Jharkhand,,Total Pulses,2013-2014,566.78,578.62,1021
Karnataka,,Total Pulses,2013-2014,2498.00,1600.51,641
Kerala,,Total Pulses,2013-2014,2.56,2.84,1108
Madhya Pradesh,,Total Pulses,2013-2014,5394.10,4644.32,861
Maharashtra,,Total Pulses,2013-2014,3953.00,3169.00,802
Manipur,,Total Pulses,2013-2014,31.93,29.93,937
Meghalaya,,Total Pulses,2013-2014,2.85,3.21,1126
Mizoram,,Total Pulses,2013-2014,3.85,5.65,1468
Nagaland,,Total Pulses,2013-2014,37.84,42.54,1124
Odisha,,Total Pulses,2013-2014,780.83,419.26,537
Puducherry,,Total Pulses,2013-2014,1.20,0.51,425
Punjab,,Total Pulses,2013-2014,45.40,39.60,872
Rajasthan,,Total Pulses,2013-2014,4197.74,2490.89,593
Sikkim,,Total Pulses,2013-2014,6.30,5.83,925
Tamil Nadu,,Total Pulses,2013-2014,815.75,613.79,752
Telangana,,Total Pulses,2013-2014,563.20,489.24,869
Tripura,,Total Pulses,2013-2014,12.15,8.73,719
Uttar Pradesh,,Total Pulses,2013-2014,2305.00,1697.45,736
Uttarakhand,,Total Pulses,2013-2014,65.04,56.52,869
West Bengal,,Total Pulses,2013-2014,286.75,241.72,843
India,,Total Pulses,2013-2014,25219.81,19257.38,764
Andaman & Nicobar Islands,,Total Pulses,2014-2015,1.57,0.85,541
Andhra Pradesh,,Total Pulses,2014-2015,1043.12,950.00,911
Arunachal Pradesh,,Total Pulses,2014-2015,11.50,14.52,1263
Assam,,Total Pulses,2014-2015,148.31,110.97,748
Bihar,,Total Pulses,2014-2015,574.99,493.85,859
Chhattisgarh,,Total Pulses,2014-2015,902.98,738.53,818
Dadra & Nagar Haveli  ,,Total Pulses,2014-2015,5.83,5.23,897
Goa,,Total Pulses,2014-2015,8.54,8.06,944
Gujarat,,Total Pulses,2014-2015,591.04,574.45,972
Haryana,,Total Pulses,2014-2015,83.20,56.10,674
Himachal Pradesh,,Total Pulses,2014-2015,31.06,38.26,1232
Jammu & Kashmir,,Total Pulses,2014-2015,24.25,9.23,381
Jharkhand,,Total Pulses,2014-2015,594.74,597.06,1004
Karnataka,,Total Pulses,2014-2015,2313.04,1390.00,601
Kerala,,Total Pulses,2014-2015,1.22,1.38,1131
Madhya Pradesh,,Total Pulses,2014-2015,5511.22,4828.26,876
Maharashtra,,Total Pulses,2014-2015,3409.00,2053.00,602
Manipur,,Total Pulses,2014-2015,32.17,30.84,959
Meghalaya,,Total Pulses,2014-2015,8.05,11.31,1405
Mizoram,,Total Pulses,2014-2015,4.21,5.96,1416
Nagaland,,Total Pulses,2014-2015,37.00,42.40,1146
Odisha,,Total Pulses,2014-2015,826.37,439.34,532
Puducherry,,Total Pulses,2014-2015,1.93,1.21,630
Punjab,,Total Pulses,2014-2015,49.20,41.60,846
Rajasthan,,Total Pulses,2014-2015,3362.34,1951.82,580
Sikkim,,Total Pulses,2014-2015,6.27,5.80,925
Tamil Nadu,,Total Pulses,2014-2015,883.87,753.24,852
Telangana,,Total Pulses,2014-2015,408.12,263.00,644
Tripura,,Total Pulses,2014-2015,11.71,8.41,718
Uttar Pradesh,,Total Pulses,2014-2015,2350.00,1438.70,612
Uttarakhand,,Total Pulses,2014-2015,66.48,54.55,821
West Bengal,,Total Pulses,2014-2015,251.25,236.46,941
India,,Total Pulses,2014-2015,23554.58,17154.39,728
Andaman & Nicobar Islands,,Total Pulses,2015-2016,1.42,0.92,649
Andhra Pradesh,,Total Pulses,2015-2016,1449.00,1229.00,848
Arunachal Pradesh,,Total Pulses,2015-2016,12.81,13.00,1015
Assam,,Total Pulses,2015-2016,142.12,107.58,757
Bihar,,Total Pulses,2015-2016,497.89,420.69,845
Chhattisgarh,,Total Pulses,2015-2016,841.10,511.94,609
Dadra & Nagar Haveli  ,,Total Pulses,2015-2016,2.22,2.61,1174
Delhi ,,Total Pulses,2015-2016,0.36,1.17,3270
Goa,,Total Pulses,2015-2016,0.34,0.26,754
Gujarat,,Total Pulses,2015-2016,584.00,543.58,931
Haryana,,Total Pulses,2015-2016,96.60,65.68,680
Himachal Pradesh,,Total Pulses,2015-2016,26.90,40.45,1504
Jammu & Kashmir,,Total Pulses,2015-2016,14.76,9.32,631
Jharkhand,,Total Pulses,2015-2016,595.10,526.99,886
Karnataka,,Total Pulses,2015-2016,2823.00,1138.77,403
Kerala,,Total Pulses,2015-2016,3.76,4.26,1133
Madhya Pradesh,,Total Pulses,2015-2016,5875.00,5302.48,903
Maharashtra,,Total Pulses,2015-2016,3544.00,1544.65,436
Manipur,,Total Pulses,2015-2016,30.92,29.77,963
Meghalaya,,Total Pulses,2015-2016,8.13,11.72,1442
Mizoram,,Total Pulses,2015-2016,3.70,5.04,1361
Nagaland,,Total Pulses,2015-2016,37.49,43.11,1150
Odisha,,Total Pulses,2015-2016,742.02,375.09,505
Puducherry,,Total Pulses,2015-2016,3.29,0.79,241
Punjab,,Total Pulses,2015-2016,45.10,43.50,965
Rajasthan,,Total Pulses,2015-2016,3866.70,1990.25,515
Sikkim,,Total Pulses,2015-2016,5.66,5.40,954
Tamil Nadu,,Total Pulses,2015-2016,879.65,554.84,631
Telangana,,Total Pulses,2015-2016,472.00,239.56,508
Tripura,,Total Pulses,2015-2016,16.18,10.89,673
Uttar Pradesh,,Total Pulses,2015-2016,1882.00,1164.57,619
Uttarakhand,,Total Pulses,2015-2016,62.90,51.61,821
West Bengal,,Total Pulses,2015-2016,345.33,333.98,967
India,,Total Pulses,2015-2016,24911.45,16323.49,655
Andaman & Nicobar Islands,,Total Pulses,2016-2017,1.54,0.47,304
