States/UTs,Season,Crop,Year,"Area
(In '000 Hectare)","Production
(In '000 Tonne)","Yield
(In Kg./Hectare)"
Punjab,,Gram,1976-1977,349.00,311.00,891
Rajasthan ,,Gram,1976-1977,1776.80,1361.40,766
Tamil Nadu,,Gram,1976-1977,12.10,7.00,579
Tripura,,Gram,1976-1977,0.20,0.10,500
Uttar Pradesh,,Gram,1976-1977,1658.70,1361.90,821
West Bengal,,Gram,1976-1977,100.10,69.70,626
India                             ,,Gram,1976-1977,7974.80,5424.30,680
Andhra Pradesh,,Gram,1977-1978,62.90,21.00,334
Assam,,Gram,1977-1978,3.10,1.40,452
Bihar,,Gram,1977-1978,226.60,124.40,549
Delhi  ,,Gram,1977-1978,3.30,2.80,1242
Gujarat,,Gram,1977-1978,70.80,39.40,556
Haryana,,Gram,1977-1978,1148.80,965.00,840
Himachal Pradesh,,Gram,1977-1978,34.60,23.60,682
Jammu & Kashmir,,Gram,1977-1978,4.40,2.70,614
Karnataka,,Gram,1977-1978,167.50,58.90,352
Madhya Pradesh,,Gram,1977-1978,1780.10,907.30,510
Maharashtra,,Gram,1977-1978,471.50,147.00,312
Manipur,,Gram,1977-1978,0.20,0.10,500
Meghalaya,,Gram,1977-1978,0.10,0.10,1000
Odisha,,Gram,1977-1978,33.30,16.60,498
Punjab,,Gram,1977-1978,353.00,322.00,912
Rajasthan ,,Gram,1977-1978,1862.00,1488.00,799
Tamil Nadu,,Gram,1977-1978,5.80,3.40,586
Tripura,,Gram,1977-1978,0.30,0.10,333
Uttar Pradesh,,Gram,1977-1978,1656.20,1206.60,729
West Bengal,,Gram,1977-1978,89.20,79.10,770
India                             ,,Gram,1977-1978,7973.70,5409.50,678
Andhra Pradesh,,Gram,1978-1979,57.00,15.80,277
Assam,,Gram,1978-1979,3.20,1.50,469
Bihar,,Gram,1978-1979,217.10,133.90,617
Delhi  ,,Gram,1978-1979,3.30,2.80,848
Gujarat,,Gram,1978-1979,66.00,59.00,894
Haryana,,Gram,1978-1979,1063.10,1044.00,982
Himachal Pradesh,,Gram,1978-1979,36.70,25.40,692
Jammu & Kashmir,,Gram,1978-1979,4.50,2.30,511
Karnataka,,Gram,1978-1979,163.70,69.30,423
Madhya Pradesh,,Gram,1978-1979,1738.60,1031.80,593
Maharashtra,,Gram,1978-1979,460.20,157.30,342
Manipur,,Gram,1978-1979,0.20,0.10,500
Meghalaya,,Gram,1978-1979,0.10,0.10,1000
Odisha,,Gram,1978-1979,44.60,23.40,525
Punjab,,Gram,1978-1979,351.00,284.00,809
Rajasthan ,,Gram,1978-1979,1747.70,1589.30,909
Tamil Nadu,,Gram,1978-1979,9.50,5.60,589
Tripura,,Gram,1978-1979,0.30,0.10,333
Uttar Pradesh,,Gram,1978-1979,1640.60,1227.80,748
West Bengal,,Gram,1978-1979,100.60,65.30,693
India                             ,,Gram,1978-1979,7708.00,5738.80,745
Andhra Pradesh,,Gram,1979-1980,53.90,18.70,347
Assam,,Gram,1979-1980,3.60,1.70,472
Bihar,,Gram,1979-1980,184.20,112.52,611
Delhi  ,,Gram,1979-1980,0.60,0.30,4667
Gujarat,,Gram,1979-1980,66.00,31.40,476
Haryana,,Gram,1979-1980,553.00,316.00,571
Himachal Pradesh,,Gram,1979-1980,19.70,9.50,482
Jammu & Kashmir,,Gram,1979-1980,3.30,1.70,515
Karnataka,,Gram,1979-1980,153.10,69.20,452
Madhya Pradesh,,Gram,1979-1980,2174.40,923.80,425
Maharashtra,,Gram,1979-1980,452.90,173.40,383
Manipur,,Gram,1979-1980,0.20,0.10,500
Meghalaya,,Gram,1979-1980,0.10,0.10,1000
Odisha,,Gram,1979-1980,40.80,17.00,417
Punjab,,Gram,1979-1980,236.00,162.00,686
Rajasthan ,,Gram,1979-1980,1377.50,749.80,544
Tamil Nadu,,Gram,1979-1980,6.80,4.00,588
Tripura,,Gram,1979-1980,0.30,0.10,333
Uttar Pradesh,,Gram,1979-1980,1554.30,692.90,446
West Bengal,,Gram,1979-1980,104.30,72.10,758
India                             ,,Gram,1979-1980,6985.00,3356.32,481
Andhra Pradesh,,Gram,1980-1981,45.60,13.60,298
Assam,,Gram,1980-1981,3.80,1.80,474
Bihar,,Gram,1980-1981,195.80,140.60,718
Delhi  ,,Gram,1980-1981,1.10,1.10,273
Gujarat,,Gram,1980-1981,63.50,47.00,740
Haryana,,Gram,1980-1981,741.00,466.00,629
Himachal Pradesh,,Gram,1980-1981,14.30,4.80,336
Jammu & Kashmir,,Gram,1980-1981,2.30,0.70,304
Karnataka,,Gram,1980-1981,143.50,57.60,401
Madhya Pradesh,,Gram,1980-1981,1806.70,1063.00,588
Maharashtra,,Gram,1980-1981,429.80,150.20,349
Manipur,,Gram,1980-1981,0.20,0.10,500
Meghalaya,,Gram,1980-1981,0.20,0.10,500
Odisha,,Gram,1980-1981,50.00,26.20,524
Punjab,,Gram,1980-1981,258.00,150.00,581
Rajasthan ,,Gram,1980-1981,1225.40,854.30,697
Tamil Nadu,,Gram,1980-1981,11.10,6.60,595
Tripura,,Gram,1980-1981,0.40,0.20,500
Uttar Pradesh,,Gram,1980-1981,1495.90,1288.20,861
West Bengal,,Gram,1980-1981,96.20,55.60,679
India                             ,,Gram,1980-1981,6584.80,4327.70,657
Andhra Pradesh,,Gram,1981-1982,52.10,23.60,453
Assam,,Gram,1981-1982,3.10,1.50,484
Bihar,,Gram,1981-1982,172.60,123.90,718
Dadra & Nagar Haveli  ,,Gram,1981-1982,0.20,0.10,500
Delhi  ,,Gram,1981-1982,1.10,1.00,1000
Gujarat,,Gram,1981-1982,87.60,69.80,797
Haryana,,Gram,1981-1982,1044.00,309.00,296
Himachal Pradesh,,Gram,1981-1982,9.60,1.50,156
Jammu & Kashmir,,Gram,1981-1982,1.50,0.80,533
Karnataka,,Gram,1981-1982,137.30,60.50,441
Madhya Pradesh,,Gram,1981-1982,2028.90,1362.30,671
Maharashtra,,Gram,1981-1982,461.30,176.90,383
Manipur,,Gram,1981-1982,0.20,0.10,500
Meghalaya,,Gram,1981-1982,0.20,0.10,500
Odisha,,Gram,1981-1982,42.30,27.60,652
Punjab,,Gram,1981-1982,243.00,115.00,473
Rajasthan ,,Gram,1981-1982,1935.20,1257.20,650
Tamil Nadu,,Gram,1981-1982,11.50,6.90,600
Tripura,,Gram,1981-1982,0.30,0.10,333
Uttar Pradesh,,Gram,1981-1982,1571.40,1061.30,675
West Bengal,,Gram,1981-1982,64.70,42.90,1114
India                             ,,Gram,1981-1982,7868.10,4642.10,590
Andhra Pradesh,,Gram,1982-1983,60.00,25.70,428
Assam,,Gram,1982-1983,3.50,1.70,486
Bihar,,Gram,1982-1983,191.90,141.30,736
Dadra & Nagar Haveli  ,,Gram,1982-1983,0.20,0.10,500
Delhi  ,,Gram,1982-1983,0.50,0.60,1200
Gujarat,,Gram,1982-1983,157.20,120.80,768
Haryana,,Gram,1982-1983,508.00,282.00,555
Himachal Pradesh,,Gram,1982-1983,3.70,1.60,432
Jammu & Kashmir,,Gram,1982-1983,1.10,0.40,364
Karnataka,,Gram,1982-1983,145.00,69.20,477
Madhya Pradesh,,Gram,1982-1983,2387.40,1643.70,688
Maharashtra,,Gram,1982-1983,436.80,147.90,339
Manipur,,Gram,1982-1983,0.20,0.10,500
Meghalaya,,Gram,1982-1983,0.10,0.10,1000
Odisha,,Gram,1982-1983,35.70,24.30,681
Punjab,,Gram,1982-1983,124.00,62.00,500
Rajasthan ,,Gram,1982-1983,1756.20,1318.00,750
Tamil Nadu,,Gram,1982-1983,8.40,4.70,560
Tripura,,Gram,1982-1983,0.40,0.20,500
Uttar Pradesh,,Gram,1982-1983,1505.80,1394.90,926
West Bengal,,Gram,1982-1983,72.80,50.60,764
India                             ,,Gram,1982-1983,7398.90,5289.90,715
Andhra Pradesh,,Gram,1983-1984,59.40,22.80,384
Assam,,Gram,1983-1984,4.10,1.90,463
Bihar,,Gram,1983-1984,188.80,166.40,881
Dadra & Nagar Haveli  ,,Gram,1983-1984,0.20,0.10,500
Delhi  ,,Gram,1983-1984,0.90,0.80,889
Gujarat,,Gram,1983-1984,122.10,117.40,962
Haryana,,Gram,1983-1984,647.00,315.00,487
Himachal Pradesh,,Gram,1983-1984,4.10,0.60,146
Jammu & Kashmir,,Gram,1983-1984,0.90,0.30,333
Karnataka,,Gram,1983-1984,155.30,61.60,397
Madhya Pradesh,,Gram,1983-1984,2106.50,1424.90,676
Maharashtra,,Gram,1983-1984,494.90,211.80,428
Meghalaya,,Gram,1983-1984,0.20,0.10,500
Odisha,,Gram,1983-1984,48.80,28.40,582
Punjab,,Gram,1983-1984,97.00,58.00,598
Rajasthan ,,Gram,1983-1984,1796.30,1088.60,606
Tamil Nadu,,Gram,1983-1984,13.60,8.90,654
Tripura,,Gram,1983-1984,0.50,0.20,400
Uttar Pradesh,,Gram,1983-1984,1358.30,1186.10,873
West Bengal,,Gram,1983-1984,62.10,56.70,691
India                             ,,Gram,1983-1984,7161.00,4750.60,663
Andhra Pradesh,,Gram,1984-1985,52.50,17.40,331
Assam,,Gram,1984-1985,4.40,2.10,477
Bihar,,Gram,1984-1985,173.00,143.00,827
Dadra & Nagar Haveli  ,,Gram,1984-1985,0.10,0.10,1000
Delhi  ,,Gram,1984-1985,0.70,0.60,857
Gujarat,,Gram,1984-1985,115.70,101.20,875
Haryana,,Gram,1984-1985,622.00,319.00,513
Himachal Pradesh,,Gram,1984-1985,3.90,0.40,103
Jammu & Kashmir,,Gram,1984-1985,0.50,0.20,400
Karnataka,,Gram,1984-1985,221.40,91.60,414
Madhya Pradesh,,Gram,1984-1985,2075.70,1302.50,627
Maharashtra,,Gram,1984-1985,509.30,201.70,396
Meghalaya,,Gram,1984-1985,0.20,0.10,500
Odisha,,Gram,1984-1985,46.90,25.70,548
Punjab,,Gram,1984-1985,101.60,60.00,591
Rajasthan ,,Gram,1984-1985,1532.60,969.30,632
Tamil Nadu,,Gram,1984-1985,6.70,4.30,642
Tripura,,Gram,1984-1985,0.40,0.20,500
Uttar Pradesh,,Gram,1984-1985,1373.90,1272.10,863
West Bengal,,Gram,1984-1985,62.70,49.90,685
India                             ,,Gram,1984-1985,6904.20,4561.40,661
Andhra Pradesh,,Gram,1985-1986,49.00,17.40,355
Assam,,Gram,1985-1986,5.30,2.50,472
Bihar,,Gram,1985-1986,190.60,160.00,839
Dadra & Nagar Haveli  ,,Gram,1985-1986,0.20,0.20,1000
Delhi  ,,Gram,1985-1986,1.90,2.10,3000
Gujarat,,Gram,1985-1986,80.80,45.50,563
Haryana,,Gram,1985-1986,758.00,622.00,821
Himachal Pradesh,,Gram,1985-1986,6.90,4.20,609
Jammu & Kashmir,,Gram,1985-1986,0.70,0.40,571
Karnataka,,Gram,1985-1986,191.00,60.50,317
Madhya Pradesh,,Gram,1985-1986,2282.00,1557.40,682
Maharashtra,,Gram,1985-1986,533.80,175.60,329
Meghalaya,,Gram,1985-1986,0.50,0.30,600
Odisha,,Gram,1985-1986,42.20,25.50,604
Punjab,,Gram,1985-1986,108.00,98.40,911
Rajasthan ,,Gram,1985-1986,1940.70,1623.10,836
Tamil Nadu,,Gram,1985-1986,9.10,6.10,670
Tripura,,Gram,1985-1986,0.40,0.20,500
Uttar Pradesh,,Gram,1985-1986,1534.70,1326.70,829
West Bengal,,Gram,1985-1986,68.70,59.80,963
India                             ,,Gram,1985-1986,7804.50,5787.90,742
Andhra Pradesh,,Gram,1986-1987,59.50,15.30,257
Assam,,Gram,1986-1987,3.60,1.70,472
Bihar,,Gram,1986-1987,186.00,150.30,808
Dadra & Nagar Haveli  ,,Gram,1986-1987,0.20,0.10,500
Delhi  ,,Gram,1986-1987,0.80,0.90,125
Gujarat,,Gram,1986-1987,43.60,28.10,644
Haryana,,Gram,1986-1987,610.00,413.00,677
Himachal Pradesh,,Gram,1986-1987,9.30,2.60,280
Jammu & Kashmir,,Gram,1986-1987,1.30,0.50,385
Karnataka,,Gram,1986-1987,230.00,88.70,386
Madhya Pradesh,,Gram,1986-1987,2217.70,1480.30,667
Maharashtra,,Gram,1986-1987,482.40,129.40,268
Meghalaya,,Gram,1986-1987,0.50,0.40,800
Odisha,,Gram,1986-1987,42.00,26.00,619
Punjab,,Gram,1986-1987,114.00,82.00,719
Rajasthan ,,Gram,1986-1987,1411.70,823.50,583
Tamil Nadu,,Gram,1986-1987,8.20,5.40,659
Tripura,,Gram,1986-1987,0.50,0.20,400
Uttar Pradesh,,Gram,1986-1987,1492.20,1233.20,826
West Bengal,,Gram,1986-1987,70.10,50.20,347
India                             ,,Gram,1986-1987,6983.60,4531.80,649
Andhra Pradesh,,Gram,1987-1988,49.10,19.20,391
Assam,,Gram,1987-1988,3.60,1.60,444
Bihar,,Gram,1987-1988,183.00,138.30,756
Dadra & Nagar Haveli  ,,Gram,1987-1988,0.10,0.10,1000
Delhi  ,,Gram,1987-1988,0.10,0.10,9000
Gujarat,,Gram,1987-1988,19.50,10.90,559
Haryana,,Gram,1987-1988,200.00,66.00,330
Himachal Pradesh,,Gram,1987-1988,7.60,1.00,132
Jammu & Kashmir,,Gram,1987-1988,1.10,0.40,364
Karnataka,,Gram,1987-1988,242.90,102.30,421
Madhya Pradesh,,Gram,1987-1988,2036.00,1483.60,729
Maharashtra,,Gram,1987-1988,559.70,228.50,408
Meghalaya,,Gram,1987-1988,0.50,0.30,600
Odisha,,Gram,1987-1988,47.00,29.90,636
Punjab,,Gram,1987-1988,66.00,29.00,439
Rajasthan ,,Gram,1987-1988,684.20,411.50,601
Tamil Nadu,,Gram,1987-1988,8.10,5.50,679
Tripura,,Gram,1987-1988,0.70,0.40,571
Uttar Pradesh,,Gram,1987-1988,1391.90,1056.40,759
West Bengal,,Gram,1987-1988,65.90,40.50,478
India                             ,,Gram,1987-1988,5567.00,3625.50,651
Andhra Pradesh,,Gram,1988-1989,47.60,25.30,532
Assam,,Gram,1988-1989,3.50,1.70,486
Bihar,,Gram,1988-1989,147.70,128.90,873
Dadra & Nagar Haveli  ,,Gram,1988-1989,0.50,0.40,800
Delhi  ,,Gram,1988-1989,0.60,0.10,167
Gujarat,,Gram,1988-1989,107.50,65.50,609
Haryana,,Gram,1988-1989,645.00,604.00,936
Himachal Pradesh,,Gram,1988-1989,5.80,2.80,483
Jammu & Kashmir,,Gram,1988-1989,1.10,0.40,364
Karnataka,,Gram,1988-1989,187.50,61.70,329
Madhya Pradesh,,Gram,1988-1989,2237.00,1566.80,700
Maharashtra,,Gram,1988-1989,667.30,407.70,611
Meghalaya,,Gram,1988-1989,0.50,0.30,600
Odisha,,Gram,1988-1989,42.10,26.80,637
Punjab,,Gram,1988-1989,73.10,72.10,986
Rajasthan ,,Gram,1988-1989,1281.80,967.00,754
Tamil Nadu,,Gram,1988-1989,4.50,3.00,667
Tripura,,Gram,1988-1989,0.70,0.40,571
Uttar Pradesh,,Gram,1988-1989,1324.60,1167.20,881
West Bengal,,Gram,1988-1989,31.10,27.00,1614
India                             ,,Gram,1988-1989,6809.50,5129.10,753
Andhra Pradesh,,Gram,1989-1990,60.70,36.90,608
Assam,,Gram,1989-1990,3.30,1.50,455
Bihar,,Gram,1989-1990,169.50,132.10,779
Dadra & Nagar Haveli  ,,Gram,1989-1990,0.20,0.30,1500
Delhi  ,,Gram,1989-1990,0.20,0.30,500
Gujarat,,Gram,1989-1990,109.70,66.40,605
Haryana,,Gram,1989-1990,526.00,368.00,700
Himachal Pradesh,,Gram,1989-1990,5.70,1.60,281
Jammu & Kashmir,,Gram,1989-1990,1.00,0.50,500
Karnataka,,Gram,1989-1990,224.30,74.60,333
Madhya Pradesh,,Gram,1989-1990,2157.00,1426.80,661
Maharashtra,,Gram,1989-1990,627.20,334.60,533
Meghalaya,,Gram,1989-1990,0.50,0.30,600
Odisha,,Gram,1989-1990,45.60,32.90,721
Punjab,,Gram,1989-1990,54.40,38.70,711
Rajasthan ,,Gram,1989-1990,1143.80,711.40,622
Tamil Nadu,,Gram,1989-1990,5.50,3.20,582
Tripura,,Gram,1989-1990,0.60,0.30,500
