States/UTs,Season,Crop,Year,"Area
(In '000 Hectare)","Production
(In '000 Tonne)","Yield
(In Kg./Hectare)"
Andhra Pradesh,Total,Moong,2013-2014,134.26,116.75,870
Arunachal Pradesh,Kharif,Moong,2013-2014,1.05,1.05,1000
Assam,Rabi,Moong,2013-2014,12.18,7.81,641
Bihar,Kharif,Moong,2013-2014,9.14,7.36,805
Bihar,Rabi,Moong,2013-2014,145.91,98.01,672
Bihar,Total,Moong,2013-2014,155.05,105.37,680
Chhattisgarh,Kharif,Moong,2013-2014,8.50,2.50,294
Chhattisgarh,Rabi,Moong,2013-2014,5.80,1.30,224
Chhattisgarh,Total,Moong,2013-2014,14.30,3.80,266
Gujarat,Kharif,Moong,2013-2014,128.00,67.00,523
Gujarat,Rabi,Moong,2013-2014,55.00,39.00,709
Gujarat,Total,Moong,2013-2014,183.00,106.00,579
Haryana,Kharif,Moong,2013-2014,6.80,3.40,500
Haryana,Rabi,Moong,2013-2014,47.00,30.00,638
Haryana,Total,Moong,2013-2014,53.80,33.40,621
Himachal Pradesh,Kharif,Moong,2013-2014,0.31,0.10,323
Jammu & Kashmir,Kharif,Moong,2013-2014,1.20,0.78,650
Jharkhand,Kharif,Moong,2013-2014,16.14,10.28,637
Karnataka,Kharif,Moong,2013-2014,314.00,79.00,252
Karnataka,Rabi,Moong,2013-2014,6.00,2.00,333
Karnataka,Total,Moong,2013-2014,320.00,81.00,253
Madhya Pradesh,Kharif,Moong,2013-2014,89.50,40.30,450
Madhya Pradesh,Rabi,Moong,2013-2014,226.90,105.78,466
Madhya Pradesh,Total,Moong,2013-2014,316.40,146.08,462
Maharashtra,Kharif,Moong,2013-2014,431.00,208.00,483
Maharashtra,Total,Moong,2013-2014,431.00,208.00,483
Manipur,Kharif,Moong,2013-2014,0.44,0.44,1000
Manipur,Total,Moong,2013-2014,0.44,0.44,1000
Odisha,Kharif,Moong,2013-2014,114.75,32.15,280
Odisha,Rabi,Moong,2013-2014,137.24,56.54,412
Odisha,Total,Moong,2013-2014,251.99,88.69,352
Puducherry,Rabi,Moong,2013-2014,0.59,0.24,407
Puducherry,Total,Moong,2013-2014,0.59,0.24,407
Punjab,Kharif,Moong,2013-2014,4.60,3.80,826
Punjab,Rabi,Moong,2013-2014,32.00,28.00,875
Punjab,Total,Moong,2013-2014,36.60,31.80,869
Rajasthan,Kharif,Moong,2013-2014,1019.97,391.20,384
Tamil Nadu,Kharif,Moong,2013-2014,25.03,14.08,563
Tamil Nadu,Rabi,Moong,2013-2014,170.25,137.32,807
Tamil Nadu,Total,Moong,2013-2014,195.28,151.40,775
Telangana,Kharif,Moong,2013-2014,110.65,39.19,354
Telangana,Rabi,Moong,2013-2014,15.09,14.06,932
Telangana,Total,Moong,2013-2014,125.74,53.25,423
Tripura,Kharif,Moong,2013-2014,0.63,0.34,540
Tripura,Rabi,Moong,2013-2014,0.27,0.16,593
Tripura,Total,Moong,2013-2014,0.90,0.50,556
Uttar Pradesh,Kharif,Moong,2013-2014,38.00,12.00,316
Uttar Pradesh,Rabi,Moong,2013-2014,41.00,27.00,659
Uttar Pradesh,Total,Moong,2013-2014,79.00,39.00,494
West Bengal,Kharif,Moong,2013-2014,0.98,0.82,837
West Bengal,Rabi,Moong,2013-2014,32.45,28.00,863
West Bengal,Total,Moong,2013-2014,33.43,28.82,862
India,Kharif,Moong,2013-2014,2338.04,957.60,410
India,Rabi,Moong,2013-2014,1044.91,648.30,620
India,Total,Moong,2013-2014,3382.95,1605.90,475
Andaman & Nicobar Islands,Rabi,Moong,2014-2015,0.91,0.46,505
Andhra Pradesh,Kharif,Moong,2014-2015,11.00,10.00,909
Andhra Pradesh,Rabi,Moong,2014-2015,160.00,131.00,819
Andhra Pradesh,Total,Moong,2014-2015,171.00,141.00,825
Arunachal Pradesh,Kharif,Moong,2014-2015,1.10,1.40,1273
Assam,Rabi,Moong,2014-2015,11.29,7.76,687
Bihar,Kharif,Moong,2014-2015,11.02,9.23,838
Bihar,Rabi,Moong,2014-2015,156.70,90.73,579
Bihar,Total,Moong,2014-2015,167.72,99.96,596
Chhattisgarh,Kharif,Moong,2014-2015,8.50,2.50,294
Chhattisgarh,Rabi,Moong,2014-2015,6.40,1.40,219
Chhattisgarh,Total,Moong,2014-2015,14.90,3.90,262
Gujarat,Kharif,Moong,2014-2015,83.00,56.00,675
Gujarat,Rabi,Moong,2014-2015,34.00,16.45,484
Gujarat,Total,Moong,2014-2015,117.00,72.45,619
Haryana,Kharif,Moong,2014-2015,6.50,3.20,492
Haryana,Total,Moong,2014-2015,6.50,3.20,492
Himachal Pradesh,Kharif,Moong,2014-2015,0.24,0.10,417
Jammu & Kashmir,Kharif,Moong,2014-2015,1.58,0.28,177
Jharkhand,Kharif,Moong,2014-2015,19.32,15.17,785
Karnataka,Kharif,Moong,2014-2015,257.00,51.00,198
Karnataka,Rabi,Moong,2014-2015,6.00,2.00,333
Karnataka,Total,Moong,2014-2015,263.00,53.00,202
Madhya Pradesh,Kharif,Moong,2014-2015,155.00,70.00,452
Madhya Pradesh,Rabi,Moong,2014-2015,106.00,54.37,513
Madhya Pradesh,Total,Moong,2014-2015,261.00,124.37,477
Maharashtra,Kharif,Moong,2014-2015,315.00,84.00,267
Maharashtra,Total,Moong,2014-2015,315.00,84.00,267
Manipur,Kharif,Moong,2014-2015,0.45,0.43,956
Manipur,Total,Moong,2014-2015,0.45,0.43,956
Odisha,Kharif,Moong,2014-2015,119.81,34.75,290
Odisha,Rabi,Moong,2014-2015,175.59,70.27,400
Odisha,Total,Moong,2014-2015,295.40,105.02,356
Puducherry,Kharif,Moong,2014-2015,0.86,0.29,337
Puducherry,Rabi,Moong,2014-2015,0.22,0.15,682
Puducherry,Total,Moong,2014-2015,1.08,0.44,407
Punjab,Kharif,Moong,2014-2015,3.70,3.10,838
Punjab,Rabi,Moong,2014-2015,35.90,29.90,833
Punjab,Total,Moong,2014-2015,39.60,33.00,833
Rajasthan,Kharif,Moong,2014-2015,893.95,460.56,515
Tamil Nadu,Kharif,Moong,2014-2015,28.32,17.91,632
Tamil Nadu,Rabi,Moong,2014-2015,201.24,162.82,809
Tamil Nadu,Total,Moong,2014-2015,229.56,180.73,787
Telangana,Kharif,Moong,2014-2015,70.00,34.00,486
Telangana,Rabi,Moong,2014-2015,18.00,10.00,556
Telangana,Total,Moong,2014-2015,88.00,44.00,500
Tripura,Kharif,Moong,2014-2015,0.57,0.27,474
Tripura,Rabi,Moong,2014-2015,0.58,0.34,586
Tripura,Total,Moong,2014-2015,1.15,0.61,530
Uttar Pradesh,Kharif,Moong,2014-2015,37.00,12.00,324
Uttar Pradesh,Rabi,Moong,2014-2015,51.00,34.00,667
Uttar Pradesh,Total,Moong,2014-2015,88.00,46.00,523
West Bengal,Kharif,Moong,2014-2015,1.24,0.90,726
West Bengal,Rabi,Moong,2014-2015,30.49,24.70,810
West Bengal,Total,Moong,2014-2015,31.73,25.60,807
India,Kharif,Moong,2014-2015,2025.16,867.09,428
India,Rabi,Moong,2014-2015,994.32,636.35,640
India,Total,Moong,2014-2015,3019.48,1503.44,498
Andaman & Nicobar Islands,Rabi,Moong,2015-2016,0.89,0.55,610
Andhra Pradesh,Kharif,Moong,2015-2016,52.00,18.00,346
Andhra Pradesh,Rabi,Moong,2015-2016,160.00,119.00,744
Andhra Pradesh,Total,Moong,2015-2016,212.00,137.00,646
Arunachal Pradesh,Kharif,Moong,2015-2016,1.23,1.26,1030
Assam,Rabi,Moong,2015-2016,10.80,7.31,677
Bihar,Kharif,Moong,2015-2016,12.22,8.34,683
Bihar,Rabi,Moong,2015-2016,157.01,86.02,548
Bihar,Total,Moong,2015-2016,169.22,94.36,558
Chhattisgarh,Kharif,Moong,2015-2016,9.80,4.54,463
Chhattisgarh,Rabi,Moong,2015-2016,6.00,2.30,383
Chhattisgarh,Total,Moong,2015-2016,15.80,6.84,433
Gujarat,Kharif,Moong,2015-2016,104.00,53.00,510
Gujarat,Rabi,Moong,2015-2016,25.00,14.00,560
Gujarat,Total,Moong,2015-2016,129.00,67.00,519
Haryana,Kharif,Moong,2015-2016,9.40,4.84,515
Haryana,Rabi,Moong,2015-2016,34.00,25.00,735
Haryana,Total,Moong,2015-2016,43.40,29.84,688
Himachal Pradesh,Kharif,Moong,2015-2016,0.14,0.10,725
Jammu & Kashmir,Kharif,Moong,2015-2016,0.35,0.00,0
Jharkhand,Kharif,Moong,2015-2016,24.84,16.10,648
Karnataka,Kharif,Moong,2015-2016,340.00,41.00,121
Karnataka,Rabi,Moong,2015-2016,8.00,2.90,363
Karnataka,Total,Moong,2015-2016,348.00,43.90,126
Madhya Pradesh,Kharif,Moong,2015-2016,193.00,78.00,404
Madhya Pradesh,Rabi,Moong,2015-2016,102.00,53.18,521
Madhya Pradesh,Total,Moong,2015-2016,295.00,131.18,445
Maharashtra,Kharif,Moong,2015-2016,366.00,69.00,189
Maharashtra,Total,Moong,2015-2016,366.00,69.00,189
Manipur,Rabi,Moong,2015-2016,0.50,0.50,1000
Manipur,Total,Moong,2015-2016,0.50,0.50,1000
Odisha,Kharif,Moong,2015-2016,89.75,20.24,226
Odisha,Rabi,Moong,2015-2016,200.04,65.01,325
Odisha,Total,Moong,2015-2016,289.79,85.25,294
Puducherry,Kharif,Moong,2015-2016,0.00,0.01,-
Puducherry,Rabi,Moong,2015-2016,1.00,0.33,330
Puducherry,Total,Moong,2015-2016,1.00,0.34,340
Punjab,Kharif,Moong,2015-2016,6.40,4.30,672
Punjab,Rabi,Moong,2015-2016,28.00,27.60,986
Punjab,Total,Moong,2015-2016,34.40,31.90,927
Rajasthan,Kharif,Moong,2015-2016,1363.99,596.85,438
Tamil Nadu,Kharif,Moong,2015-2016,34.47,24.54,712
Tamil Nadu,Rabi,Moong,2015-2016,204.37,100.55,492
Tamil Nadu,Total,Moong,2015-2016,238.84,125.09,524
Telangana,Kharif,Moong,2015-2016,99.00,47.00,475
Telangana,Rabi,Moong,2015-2016,12.00,9.00,750
Telangana,Total,Moong,2015-2016,111.00,56.00,505
Tripura,Kharif,Moong,2015-2016,2.20,1.11,505
Tripura,Rabi,Moong,2015-2016,1.03,0.57,550
Tripura,Total,Moong,2015-2016,3.23,1.68,519
Uttar Pradesh,Kharif,Moong,2015-2016,46.00,10.00,217
Uttar Pradesh,Rabi,Moong,2015-2016,65.00,41.00,631
Uttar Pradesh,Total,Moong,2015-2016,111.00,51.00,459
West Bengal,Kharif,Moong,2015-2016,1.50,1.35,900
West Bengal,Rabi,Moong,2015-2016,55.79,38.50,690
West Bengal,Total,Moong,2015-2016,57.29,39.85,696
India,Kharif,Moong,2015-2016,2756.28,999.58,363
India,Rabi,Moong,2015-2016,1071.42,593.31,554
India,Total,Moong,2015-2016,3827.70,1592.89,416
Andaman & Nicobar Islands,Rabi,Moong,2016-2017,0.77,0.22,290
Andhra Pradesh,Kharif,Moong,2016-2017,32.00,16.00,500
Andhra Pradesh,Rabi,Moong,2016-2017,102.00,50.00,490
Andhra Pradesh,Total,Moong,2016-2017,134.00,66.00,493
Arunachal Pradesh,Kharif,Moong,2016-2017,1.29,1.28,992
Assam,Rabi,Moong,2016-2017,10.70,7.42,694
Bihar,Kharif,Moong,2016-2017,10.65,8.33,782
Bihar,Rabi,Moong,2016-2017,161.58,111.55,690
Bihar,Total,Moong,2016-2017,172.23,119.88,696
Chhattisgarh,Kharif,Moong,2016-2017,9.00,4.00,444
Chhattisgarh,Rabi,Moong,2016-2017,10.50,3.30,314
Chhattisgarh,Total,Moong,2016-2017,19.50,7.30,374
Gujarat,Kharif,Moong,2016-2017,152.00,69.00,454
Gujarat,Rabi,Moong,2016-2017,27.00,15.00,556
Gujarat,Total,Moong,2016-2017,179.00,84.00,469
Haryana,Kharif,Moong,2016-2017,27.20,13.70,504
Haryana,Total,Moong,2016-2017,27.20,13.70,504
Himachal Pradesh,Kharif,Moong,2016-2017,0.29,0.14,490
Jammu & Kashmir,Kharif,Moong,2016-2017,0.81,0.46,568
Jharkhand,Kharif,Moong,2016-2017,30.42,24.24,797
Karnataka,Kharif,Moong,2016-2017,415.00,115.00,277
Karnataka,Rabi,Moong,2016-2017,4.70,0.50,106
Karnataka,Total,Moong,2016-2017,419.70,115.50,275
Madhya Pradesh,Kharif,Moong,2016-2017,225.00,132.00,587
Madhya Pradesh,Rabi,Moong,2016-2017,262.00,163.80,625
Madhya Pradesh,Total,Moong,2016-2017,487.00,295.80,607
Maharashtra,Kharif,Moong,2016-2017,444.30,259.70,585
Maharashtra,Total,Moong,2016-2017,444.30,259.70,585
Manipur,Rabi,Moong,2016-2017,0.46,0.50,1087
Manipur,Total,Moong,2016-2017,0.46,0.50,1087
Odisha,Kharif,Moong,2016-2017,168.81,59.54,353
Odisha,Rabi,Moong,2016-2017,157.36,74.08,471
Odisha,Total,Moong,2016-2017,326.17,133.62,410
Puducherry,Kharif,Moong,2016-2017,0.01,0.01,625
Puducherry,Rabi,Moong,2016-2017,0.76,0.09,120
Puducherry,Total,Moong,2016-2017,0.77,0.10,125
Punjab,Kharif,Moong,2016-2017,4.80,4.00,833
Punjab,Rabi,Moong,2016-2017,19.20,16.20,844
Punjab,Total,Moong,2016-2017,24.00,20.20,842
Rajasthan,Kharif,Moong,2016-2017,1636.80,810.22,495
Tamil Nadu,Kharif,Moong,2016-2017,28.75,23.24,808
Tamil Nadu,Rabi,Moong,2016-2017,137.22,32.86,239
Tamil Nadu,Total,Moong,2016-2017,165.97,56.10,338
Telangana,Kharif,Moong,2016-2017,135.00,82.00,607
Telangana,Rabi,Moong,2016-2017,11.00,10.00,909
Telangana,Total,Moong,2016-2017,146.00,92.00,630
Tripura,Kharif,Moong,2016-2017,2.23,1.23,554
Tripura,Rabi,Moong,2016-2017,1.20,0.73,612
Tripura,Total,Moong,2016-2017,3.43,1.97,574
Uttar Pradesh,Kharif,Moong,2016-2017,44.00,18.00,409
Uttar Pradesh,Rabi,Moong,2016-2017,48.00,34.00,708
Uttar Pradesh,Total,Moong,2016-2017,92.00,52.00,565
West Bengal,Kharif,Moong,2016-2017,1.24,1.11,893
West Bengal,Rabi,Moong,2016-2017,2.76,1.92,695
West Bengal,Total,Moong,2016-2017,4.00,3.03,757
India,Kharif,Moong,2016-2017,3369.59,1643.18,488
India,Rabi,Moong,2016-2017,957.21,522.18,546
India,Total,Moong,2016-2017,4326.80,2165.36,500
Andaman & Nicobar Islands,Rabi,Moong,2017-2018,0.19,0.06,311
Andhra Pradesh,Kharif,Moong,2017-2018,18.00,10.69,594
Andhra Pradesh,Rabi,Moong,2017-2018,121.00,81.19,671
Andhra Pradesh,Total,Moong,2017-2018,139.00,91.88,661
Arunachal Pradesh,Kharif,Moong,2017-2018,1.30,1.30,997
Assam,Rabi,Moong,2017-2018,11.41,8.04,705
Bihar,Kharif,Moong,2017-2018,7.44,5.53,743
Bihar,Rabi,Moong,2017-2018,169.94,120.15,707
Bihar,Total,Moong,2017-2018,177.38,125.68,709
Chhattisgarh,Kharif,Moong,2017-2018,10.34,4.87,471
Chhattisgarh,Rabi,Moong,2017-2018,7.21,1.48,205
Chhattisgarh,Total,Moong,2017-2018,17.55,6.35,362
Gujarat,Kharif,Moong,2017-2018,125.00,71.00,568
Gujarat,Rabi,Moong,2017-2018,27.00,13.72,508
Gujarat,Total,Moong,2017-2018,152.00,84.72,557
Haryana,Kharif,Moong,2017-2018,13.60,9.40,691
Haryana,Rabi,Moong,2017-2018,16.00,14.99,937
Haryana,Total,Moong,2017-2018,29.60,24.39,824
Himachal Pradesh,Kharif,Moong,2017-2018,0.13,0.09,708
Jammu & Kashmir,Kharif,Moong,2017-2018,0.61,0.24,390
Jharkhand,Kharif,Moong,2017-2018,29.00,23.58,813
Karnataka,Kharif,Moong,2017-2018,392.00,134.06,342
Karnataka,Rabi,Moong,2017-2018,4.70,1.20,255
Karnataka,Total,Moong,2017-2018,396.70,135.26,341
Kerala,Kharif,Moong,2017-2018,-,0.00,-
Madhya Pradesh,Kharif,Moong,2017-2018,228.00,137.00,601
Madhya Pradesh,Rabi,Moong,2017-2018,206.00,128.75,625
Madhya Pradesh,Total,Moong,2017-2018,434.00,265.75,612
Maharashtra,Kharif,Moong,2017-2018,432.00,158.54,367
Maharashtra,Rabi,Moong,2017-2018,-,0.00,-
Maharashtra,Total,Moong,2017-2018,432.00,158.54,367
Manipur,Rabi,Moong,2017-2018,0.45,0.50,1116
Manipur,Total,Moong,2017-2018,0.45,0.50,1116
Nagaland,Kharif,Moong,2017-2018,0.48,0.51,1063
Odisha,Kharif,Moong,2017-2018,108.61,33.94,312
Odisha,Rabi,Moong,2017-2018,127.40,57.58,452
Odisha,Total,Moong,2017-2018,236.01,91.52,388
Puducherry,Rabi,Moong,2017-2018,0.64,0.57,900
Puducherry,Total,Moong,2017-2018,0.64,0.58,900
Punjab,Kharif,Moong,2017-2018,3.50,2.96,845
Punjab,Rabi,Moong,2017-2018,18.00,15.53,863
Punjab,Total,Moong,2017-2018,21.50,18.49,860
Rajasthan,Kharif,Moong,2017-2018,1718.64,742.45,432
Tamil Nadu,Kharif,Moong,2017-2018,29.45,17.94,609
Tamil Nadu,Rabi,Moong,2017-2018,151.14,60.30,399
Tamil Nadu,Total,Moong,2017-2018,180.59,78.24,433
Telangana,Kharif,Moong,2017-2018,92.00,58.70,638
Telangana,Rabi,Moong,2017-2018,7.00,5.82,832
Telangana,Total,Moong,2017-2018,99.00,64.52,652
Tripura,Kharif,Moong,2017-2018,2.47,1.35,545
Tripura,Rabi,Moong,2017-2018,2.32,1.45,625
Tripura,Total,Moong,2017-2018,4.79,2.80,584
Uttar Pradesh,Kharif,Moong,2017-2018,45.00,17.73,394
Uttar Pradesh,Rabi,Moong,2017-2018,42.00,28.18,671
Uttar Pradesh,Total,Moong,2017-2018,87.00,45.91,528
West Bengal,Kharif,Moong,2017-2018,1.50,1.35,900
West Bengal,Rabi,Moong,2017-2018,70.80,50.42,712
West Bengal,Total,Moong,2017-2018,72.30,51.77,716
India,Kharif,Moong,2017-2018,3259.08,1433.23,440
India,Rabi,Moong,2017-2018,983.20,589.96,600
India,Total,Moong,2017-2018,4242.29,2023.18,477
Andaman & Nicobar Islands,Rabi,Moong,2018-2019,0.10,0.02,210
Andhra Pradesh,Kharif,Moong,2018-2019,18.00,5.29,294
Andhra Pradesh,Rabi,Moong,2018-2019,103.00,79.41,771
Andhra Pradesh,Total,Moong,2018-2019,121.00,84.71,700
Arunachal Pradesh,Kharif,Moong,2018-2019,1.31,1.34,1020
Assam,Rabi,Moong,2018-2019,11.11,7.70,693
Bihar,Kharif,Moong,2018-2019,9.16,5.32,581
Bihar,Rabi,Moong,2018-2019,160.47,113.13,705
Bihar,Total,Moong,2018-2019,169.63,118.45,698
Chhattisgarh,Kharif,Moong,2018-2019,8.55,4.16,487
Chhattisgarh,Rabi,Moong,2018-2019,4.99,1.68,337
Chhattisgarh,Total,Moong,2018-2019,13.54,5.85,432
Gujarat,Kharif,Moong,2018-2019,63.06,21.06,334
Gujarat,Rabi,Moong,2018-2019,23.78,28.08,1181
Gujarat,Total,Moong,2018-2019,86.84,49.15,566
Haryana,Kharif,Moong,2018-2019,19.10,12.49,654
Haryana,Total,Moong,2018-2019,19.10,12.49,654
Himachal Pradesh,Kharif,Moong,2018-2019,0.11,0.08,710
Jammu & Kashmir,Kharif,Moong,2018-2019,0.38,0.16,433
Jharkhand,Kharif,Moong,2018-2019,30.37,22.65,746
Karnataka,Kharif,Moong,2018-2019,415.15,141.57,341
Karnataka,Rabi,Moong,2018-2019,5.89,1.01,171
Karnataka,Total,Moong,2018-2019,421.04,142.57,339
Madhya Pradesh,Kharif,Moong,2018-2019,95.00,38.19,402
Madhya Pradesh,Rabi,Moong,2018-2019,196.00,242.06,1235
Madhya Pradesh,Total,Moong,2018-2019,291.00,280.25,963
Maharashtra,Kharif,Moong,2018-2019,481.10,203.79,424
Maharashtra,Total,Moong,2018-2019,481.10,203.79,424
Manipur,Rabi,Moong,2018-2019,0.46,0.48,1048
Manipur,Total,Moong,2018-2019,0.46,0.48,1048
Nagaland,Kharif,Moong,2018-2019,0.54,0.58,1074
Odisha,Kharif,Moong,2018-2019,73.10,20.02,274
Odisha,Rabi,Moong,2018-2019,143.55,50.82,354
Odisha,Total,Moong,2018-2019,216.65,70.84,327
Puducherry,Kharif,Moong,2018-2019,0.01,0.00,800
Puducherry,Rabi,Moong,2018-2019,0.66,0.27,415
Puducherry,Total,Moong,2018-2019,0.67,0.28,418
Punjab,Kharif,Moong,2018-2019,3.20,2.67,834
Punjab,Rabi,Moong,2018-2019,16.00,14.08,880
Punjab,Total,Moong,2018-2019,19.20,16.75,872
Rajasthan,Kharif,Moong,2018-2019,2465.23,1220.29,495
Rajasthan,Rabi,Moong,2018-2019,1.55,1.94,1251
Rajasthan,Total,Moong,2018-2019,2466.78,1222.23,495
Tamil Nadu,Kharif,Moong,2018-2019,26.98,18.18,674
Tamil Nadu,Rabi,Moong,2018-2019,143.34,58.63,409
Tamil Nadu,Total,Moong,2018-2019,170.32,76.81,451
Telangana,Kharif,Moong,2018-2019,66.00,41.51,629
Telangana,Rabi,Moong,2018-2019,7.00,6.64,948
Telangana,Total,Moong,2018-2019,73.00,48.15,660
Tripura,Kharif,Moong,2018-2019,2.08,1.26,603
Tripura,Rabi,Moong,2018-2019,1.96,1.30,664
Tripura,Total,Moong,2018-2019,4.04,2.56,633
Uttar Pradesh,Kharif,Moong,2018-2019,51.00,21.62,424
Uttar Pradesh,Rabi,Moong,2018-2019,41.00,34.03,830
Uttar Pradesh,Total,Moong,2018-2019,92.00,55.65,605
West Bengal,Kharif,Moong,2018-2019,2.59,1.95,751
West Bengal,Rabi,Moong,2018-2019,62.08,29.89,481
West Bengal,Total,Moong,2018-2019,64.68,31.84,492
India,Kharif,Moong,2018-2019,3832.01,1784.20,466
India,Rabi,Moong,2018-2019,922.95,671.17,727
India,Total,Moong,2018-2019,4754.96,2455.37,516
Andaman & Nicobar Islands,Rabi,Moong,2019-2020,0.36,0.22,597
Andhra Pradesh,Kharif,Moong,2019-2020,13.00,4.97,382
Andhra Pradesh,Rabi,Moong,2019-2020,94.00,81.50,867
Andhra Pradesh,Total,Moong,2019-2020,107.00,86.46,808
Arunachal Pradesh,Kharif,Moong,2019-2020,1.32,1.35,1027
Assam,Rabi,Moong,2019-2020,10.84,7.79,719
Bihar,Kharif,Moong,2019-2020,7.38,4.64,628
Bihar,Rabi,Moong,2019-2020,158.29,105.42,666
Bihar,Total,Moong,2019-2020,165.67,110.05,664
Chhattisgarh,Kharif,Moong,2019-2020,6.18,2.57,416
Chhattisgarh,Rabi,Moong,2019-2020,4.46,1.57,352
Chhattisgarh,Total,Moong,2019-2020,10.64,4.14,389
Gujarat,Kharif,Moong,2019-2020,91.51,58.75,642
Gujarat,Rabi,Moong,2019-2020,43.41,45.36,1045
Gujarat,Total,Moong,2019-2020,134.92,104.11,772
Haryana,Kharif,Moong,2019-2020,20.17,12.00,595
Haryana,Total,Moong,2019-2020,20.17,12.00,595
Himachal Pradesh,Kharif,Moong,2019-2020,0.12,0.08,710
Jammu & Kashmir,Kharif,Moong,2019-2020,0.31,0.13,428
Jharkhand,Kharif,Moong,2019-2020,22.94,18.56,809
Karnataka,Kharif,Moong,2019-2020,372.00,138.01,371
Karnataka,Rabi,Moong,2019-2020,10.30,3.05,296
Karnataka,Total,Moong,2019-2020,382.30,141.06,369
Madhya Pradesh,Kharif,Moong,2019-2020,46.00,14.35,312
Madhya Pradesh,Rabi,Moong,2019-2020,288.20,233.44,810
Madhya Pradesh,Total,Moong,2019-2020,334.20,247.79,741
Maharashtra,Kharif,Moong,2019-2020,386.79,150.85,390
Maharashtra,Total,Moong,2019-2020,386.79,150.85,390
Manipur,Kharif,Moong,2019-2020,0.43,0.39,896
Manipur,Total,Moong,2019-2020,0.43,0.39,896
Nagaland,Kharif,Moong,2019-2020,0.48,0.50,1042
Odisha,Kharif,Moong,2019-2020,70.78,23.14,327
Odisha,Rabi,Moong,2019-2020,169.36,57.58,340
Odisha,Total,Moong,2019-2020,240.14,80.72,336
Puducherry,Kharif,Moong,2019-2020,0.02,0.02,750
Puducherry,Rabi,Moong,2019-2020,0.63,0.16,248
Puducherry,Total,Moong,2019-2020,0.65,0.17,264
Punjab,Kharif,Moong,2019-2020,22.70,19.61,864
Punjab,Rabi,Moong,2019-2020,2.70,2.37,879
Punjab,Total,Moong,2019-2020,25.40,21.99,866
Rajasthan,Kharif,Moong,2019-2020,2323.00,1298.56,559
Rajasthan,Rabi,Moong,2019-2020,3.52,4.76,1353
Rajasthan,Total,Moong,2019-2020,2326.52,1303.32,560
Tamil Nadu,Kharif,Moong,2019-2020,22.75,13.06,574
Tamil Nadu,Rabi,Moong,2019-2020,149.19,63.41,425
Tamil Nadu,Total,Moong,2019-2020,171.94,76.46,445
Telangana,Kharif,Moong,2019-2020,60.00,47.28,788
Telangana,Rabi,Moong,2019-2020,6.00,5.69,948
Telangana,Total,Moong,2019-2020,66.00,52.97,803
Tripura,Kharif,Moong,2019-2020,2.26,1.46,646
Tripura,Rabi,Moong,2019-2020,1.77,1.22,689
Tripura,Total,Moong,2019-2020,4.03,2.68,665
Uttar Pradesh,Kharif,Moong,2019-2020,49.00,14.06,287
Uttar Pradesh,Rabi,Moong,2019-2020,44.00,38.94,885
Uttar Pradesh,Total,Moong,2019-2020,93.00,53.00,570
West Bengal,Kharif,Moong,2019-2020,2.25,1.90,843
West Bengal,Rabi,Moong,2019-2020,72.13,30.16,418
West Bengal,Total,Moong,2019-2020,74.38,32.06,431
India,Kharif,Moong,2019-2020,3521.39,1826.23,519
India,Rabi,Moong,2019-2020,1059.16,682.64,645
India,Total,Moong,2019-2020,4580.54,2508.87,548
Andaman & Nicobar Islands,Rabi,Moong,2020-2021,0.23,0.10,420
Andhra Pradesh,Kharif,Moong,2020-2021,11.00,4.54,413
Andhra Pradesh,Rabi,Moong,2020-2021,94.00,76.52,814
Andhra Pradesh,Total,Moong,2020-2021,105.00,81.06,772
Arunachal Pradesh,Kharif,Moong,2020-2021,1.32,1.36,1034
Assam,Rabi,Moong,2020-2021,10.91,8.58,787
Bihar,Kharif,Moong,2020-2021,6.98,4.79,686
Bihar,Rabi,Moong,2020-2021,159.45,88.34,554
Bihar,Total,Moong,2020-2021,166.43,93.13,560
Chhattisgarh,Kharif,Moong,2020-2021,3.94,1.73,439
Chhattisgarh,Rabi,Moong,2020-2021,4.12,1.47,358
Chhattisgarh,Total,Moong,2020-2021,8.06,3.20,398
Gujarat,Kharif,Moong,2020-2021,91.63,37.75,412
Gujarat,Rabi,Moong,2020-2021,63.06,72.39,1148
Gujarat,Total,Moong,2020-2021,154.69,110.14,712
Haryana,Kharif,Moong,2020-2021,45.96,31.02,675
Haryana,Rabi,Moong,2020-2021,-,0.00,-
Haryana,Total,Moong,2020-2021,45.96,31.02,675
Himachal Pradesh,Kharif,Moong,2020-2021,0.20,0.12,631
Jammu & Kashmir,Kharif,Moong,2020-2021,0.36,0.16,441
Jharkhand,Kharif,Moong,2020-2021,25.70,21.33,830
Karnataka,Kharif,Moong,2020-2021,427.00,172.94,405
Karnataka,Rabi,Moong,2020-2021,26.00,9.00,346
Karnataka,Total,Moong,2020-2021,453.00,181.94,402
Madhya Pradesh,Kharif,Moong,2020-2021,67.00,22.91,342
Madhya Pradesh,Rabi,Moong,2020-2021,477.00,618.67,1297
Madhya Pradesh,Total,Moong,2020-2021,544.00,641.58,1179
Maharashtra,Kharif,Moong,2020-2021,401.02,207.33,517
Manipur,Kharif,Moong,2020-2021,0.49,0.50,1014
Manipur,Total,Moong,2020-2021,0.49,0.50,1014
Nagaland,Kharif,Moong,2020-2021,0.48,0.51,1063
